day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds
ST_2001-1-14_10,8,9.0,SOMLUCK (BS143),Y T Cheng,K W Lui,114,1050,10,1:36.20,46.0
ST_2001-1-14_10,9,14.0,ALEXANDRA PALACE (BS170),K C Tsang,D Oughton,110,1049,8,1:36.20,81.0
ST_2001-1-14_10,10,8.0,IRONIC COMMANDER (BV155),K H Ting,P C Kan,118,1083,11,1:36.20,25.0
ST_2001-1-14_10,11,11.0,CELESTIAL CHIEF (BT107),S King,D A Hayes,116,1169,3,1:36.30,43.0
ST_2001-1-14_10,12,13.0,KINDRED SPIRITS (BT204),W Woods,A S Cruz,115,1078,6,1:36.60,9.4
ST_2001-1-14_10,13,1.0,SPECIAL (BP114),S Dye,D A Hayes,134,1103,7,1:36.60,6.0
ST_2001-1-14_10,14,3.0,SWEETHEART (BS099),E Legrix,D Cruz,130,1144,1,1:36.60,12.0
ST_2001-1-14_2,1,4.0,FIRST A COUNT (CA003),C Brown,D Hill,129,1073,6,1:10.30,7.9
ST_2001-1-14_2,2,3.0,DON'T MAKE A SCENE (CA192),S Dye,D A Hayes,129,1136,4,1:10.60,6.9
ST_2001-1-14_2,3,2.0,CHIEF IVOR (CA004),J Egan,J Moore,129,1171,1,1:10.70,2.7
ST_2001-1-14_2,4,12.0,ENERGETIC PRINCE (BV265),K H Ting,P Chapple-Hyam,121,1053,9,1:10.90,99
ST_2001-1-14_2,5,10.0,HEADING TO WIN (BM068),C H Tse,A S Cruz,119,1178,3,1:11.00,15
ST_2001-1-14_2,6,5.0,KAISER (CA127),W C Marwing,K C Lo,129,1080,13,1:11.10,9.8
ST_2001-1-14_2,7,14.0,PARTIKING (BT243),Y T Cheng,D Oughton,116,1103,7,1:11.10,28
ST_2001-1-14_2,8,11.0,ALWAYS ON (BV274),K C Tsang,K W Lui,120,1069,8,1:11.10,69
ST_2001-1-14_2,9,13.0,LIGHT PRINT (BP096),G Mosse,P C Kan,121,1069,10,1:11.20,15
ST_2001-1-14_2,10,9.0,QUICK STEP (CA074),S King,D Cruz,129,1074,12,1:11.20,85
ST_2001-1-14_2,11,8.0,PRIME VAIN (BV320),R Fradd,B Hutchison,129,935,11,1:11.30,10
ST_2001-1-14_2,12,7.0,PREMIER CITY (CA126),D Bonilla,P F Yiu,129,1171,5,1:11.60,91
ST_2001-1-14_2,13,1.0,LEGEND OF WEI HAI (BV283),E Saint-Martin,L Ho,130,1132,2,1:12.10,6.1
ST_2001-1-14_2,WV,6.0,KUDOS (BS314),M de Montfort,T W Leung,129,---,---,---,---
ST_2001-1-14_3,1,6.0,GOOD FRIENDS (BV213),Y T Cheng,B K Ng,122,1071,4,1:23.50,4.4
ST_2001-1-14_3,2,2.0,KING OF TOYS (BS074),G Mosse,P C Kan,130,1126,12,1:23.70,8.7
ST_2001-1-14_3,3,8.0,INTEGRITY (BT180),D Bonilla,I W Allan,125,1015,3,1:23.90,28.0
ST_2001-1-14_3,4,12.0,GLOBAL RUNNER (BV185),E Saint-Martin,K C Lo,122,1031,7,1:24.10,7.3
ST_2001-1-14_3,5,9.0,WONDERFUL LIFE (BV285),F Coetzee,A S Cruz,125,995,14,1:24.30,33.0
ST_2001-1-14_3,6,1.0,CHIU CHOW BOY (BN225),E Legrix,D Cruz,130,1039,5,1:24.40,6.8
ST_2001-1-14_3,7,5.0,EQUUS ZEPHYRUS (CA147),W Woods,L Fownes,125,1208,1,1:24.50,10.0
ST_2001-1-14_3,8,13.0,WILFUL FLIGHT (BV179),S Dye,Y O Wong,121,1232,9,1:24.60,5.0
ST_2001-1-14_3,9,4.0,FLIRTING STAR (BV317),J Egan,J Moore,126,1087,2,1:24.70,5.6
ST_2001-1-14_3,10,11.0,SMILEY WIN (CA005),R Fradd,D Hill,123,1164,8,1:24.80,79.0
ST_2001-1-14_3,11,7.0,HOLY RANTO (BV321),C Brown,K W Lui,125,1167,6,1:25.30,99.0
ST_2001-1-14_3,12,3.0,CALL ME HANDSOME (BV256),S King,P F Yiu,126,1083,10,1:25.40,36.0
ST_2001-1-14_3,13,14.0,MR HONOUR (BV336),K C Tsang,T K Ng,110,1017,13,1:25.80,99.0
ST_2001-1-14_3,14,10.0,O K PAL (CA010),M de Montfort,T W Leung,123,1099,11,1:27.20,99.0
ST_2001-1-14_4,1,8.0,NAMJONG SPIRIT (BV183),F Coetzee,A S Cruz,122,1188,13,1:23.40,3.4
ST_2001-1-14_4,2,4.0,RED DEVIL (BT272),E Saint-Martin,W L Wong,130,996,12,1:23.50,3.7
ST_2001-1-14_4,3,6.0,ONE STEP AHEAD (BT033),C Brown,T P Wong,129,1028,9,1:23.50,8.7
ST_2001-1-14_4,4,12.0,ELLEN'S WON (BS158),R Fradd,I W Allan,118,1029,3,1:23.70,14
ST_2001-1-14_4,5,13.0,I DELIVER (BV112),E Legrix,Y O Wong,119,1037,6,1:23.90,9.2
ST_2001-1-14_4,6,3.0,PERFECT VICTORY (BP327),S King,D Cruz,130,1191,7,1:24.10,9.3
ST_2001-1-14_4,7,5.0,MIGHTY AND GOLD (BT271),G Mosse,P C Kan,129,1131,8,1:24.10,27
ST_2001-1-14_4,8,7.0,ARRIBA-ARRIBA (BT079),W C Marwing,A T Millard,127,1030,4,1:24.30,21
ST_2001-1-14_4,9,10.0,SEVEN GLORY (BM168),S Dye,G Lane,121,1093,1,1:24.30,22
ST_2001-1-14_4,10,2.0,OPTIC ELITE (BV176),C H Tse,L Ho,125,1069,5,1:24.40,53
ST_2001-1-14_4,11,1.0,BRILLIANT ATTORNEY (BV070),W Woods,B Hutchison,132,1223,2,1:24.50,33
ST_2001-1-14_4,12,14.0,BACK SEAT DRIVER (CA011),K S Yu,T W Leung,114,1181,14,1:24.90,21
ST_2001-1-14_4,13,11.0,CALIFORNIA TYCOON (CA051),D Bonilla,P F Yiu,118,1001,11,1:25.10,99
ST_2001-1-14_4,14,9.0,IDEAL PARTNER (BT159),J Egan,K W Lui,123,1044,10,1:25.20,40
ST_2001-1-14_4,WV,,GOOD MESSAGE (BS302),J Egan,J Moore,121,---,---,---,---
ST_2001-1-14_5,1,7.0,SMILING FOREST (BV286),W Woods,L Fownes,129,1032,12,1:23.80,8.8
ST_2001-1-14_5,2,12.0,ELECTRONIC SEEKER (BV243),R Fradd,S T Wong,124,1098,9,1:23.80,6.5
ST_2001-1-14_5,3,5.0,DANCING SOUND (CA066),G Mosse,L Ho,129,1022,13,1:23.90,17.0
ST_2001-1-14_5,4,3.0,ARABICA (BS254),Y T Cheng,D Cruz,127,1128,8,1:24.00,12.0
ST_2001-1-14_5,5,4.0,CITY PATROL (BN048),K S Yu,T P Wong,130,1165,14,1:24.00,14.0
ST_2001-1-14_5,6,14.0,ME AND YOU (BT011),S King,P F Yiu,117,1219,3,1:24.10,7.3
ST_2001-1-14_5,7,2.0,INTERVENE (BV180),E Saint-Martin,D A Hayes,132,1090,1,1:24.10,3.6
ST_2001-1-14_5,8,1.0,UPTOMEEYES (BT299),C Brown,B Hutchison,133,1044,7,1:24.40,23.0
ST_2001-1-14_5,9,13.0,CHEVAL D'OR (BT239),D Bonilla,Y O Wong,122,1122,2,1:24.60,10.0
ST_2001-1-14_5,10,6.0,KASHMAC (BT084),J Egan,D Oughton,129,1094,6,1:24.60,7.8
ST_2001-1-14_5,11,10.0,WINMARK (CA137),S Dye,J Moore,128,1081,10,1:25.00,41.0
ST_2001-1-14_5,12,8.0,NATURAL FLIGHT (BV295),W C Marwing,A T Millard,128,983,4,1:25.30,99.0
ST_2001-1-14_5,13,9.0,RICH STAR (CA012),M de Montfort,T W Leung,128,1150,11,1:26.40,99.0
ST_2001-1-14_5,14,11.0,WINNING HURRAH (BT109),K H Ting,P C Kan,125,1009,5,1:27.20,48.0
ST_2001-1-14_6,1,9.0,OVATION (BS190),W Woods,L Fownes,126,1238,7,0:57.60,9.1
ST_2001-1-14_6,2,6.0,MASTER FAY (BV193),G Mosse,P C Kan,131,988,3,0:57.70,2.8
ST_2001-1-14_6,3,5.0,HANDBAG DRAGON (BT253),E Saint-Martin,L Ho,131,1065,10,0:57.80,5.7
ST_2001-1-14_6,4,1.0,TRIUMPHANT FEELING (BS252),C Brown,D A Hayes,135,1092,9,0:57.80,81.0
ST_2001-1-14_6,5,11.0,NO MONEY NO HONEY (BT297),K H Ting,P C Kan,118,1129,12,0:57.80,13.0
ST_2001-1-14_6,6,4.0,TRIPLE EXPRESSO (BS141),J Egan,J Moore,134,1049,11,0:57.90,14.0
ST_2001-1-14_6,7,12.0,SUPREME GOLIATH (BN131),Y T Cheng,D Oughton,115,1185,4,0:57.90,15.0
ST_2001-1-14_6,8,2.0,EPIC EXPRESS (CA173),R Fradd,I W Allan,134,1078,13,0:58.20,10.0
ST_2001-1-14_6,9,10.0,ESPRESSO (BP205),E Legrix,D Oughton,125,1053,1,0:58.30,18.0
ST_2001-1-14_6,10,7.0,CHARM SCENE LAND (CA032),S Dye,D A Hayes,128,1048,14,0:58.40,15.0
ST_2001-1-14_6,11,13.0,SUPER CENTURY (BV029),C H Tse,A S Cruz,109,1009,5,0:58.40,19.0
ST_2001-1-14_6,12,3.0,RED PEPPER (CA196),D Bonilla,P C Kan,134,965,2,0:58.40,32.0
ST_2001-1-14_6,13,8.0,COLOURFUL ERA (BP234),M de Montfort,T W Leung,127,1006,8,0:58.60,25.0
ST_2001-1-14_6,14,14.0,RED DIAMOND (BS055),K C Tsang,I W Allan,110,1017,6,0:58.70,52.0
ST_2001-1-14_7,1,1.0,LUCKY NUMBER (BT284),F Coetzee,A S Cruz,131,1170,10,1:23.40,10.0
ST_2001-1-14_7,2,2.0,DOLBRIDGE (BS295),S Dye,L Fownes,127,1065,9,1:23.50,4.1
ST_2001-1-14_7,3,5.0,PLENTY WIN (BS286),J Egan,J Moore,124,979,6,1:23.60,12.0
ST_2001-1-14_7,4,11.0,BLESSINGS' PARTNER (BV051),K S Yu,I W Allan,118,991,11,1:23.60,4.8
ST_2001-1-14_7,5,6.0,DESERT STORM (CA048),C Brown,D Hill,123,1101,14,1:23.70,77.0
ST_2001-1-14_7,6,3.0,CHIU CHOW BROTHER (CA216),E Legrix,D Cruz,125,1026,7,1:23.80,9.2
ST_2001-1-14_7,7,10.0,MONEY (BV153),E Saint-Martin,K W Lui,119,984,2,1:23.80,6.0
ST_2001-1-14_7,8,7.0,MONEY WINS (BT165),G Mosse,P C Kan,121,1034,12,1:24.00,10.0
ST_2001-1-14_7,9,14.0,ALL SATISFY (BT024),S King,T P Cheung,114,1130,5,1:24.10,30.0
ST_2001-1-14_7,10,9.0,INDY'S GEM (BS077),R Fradd,D Oughton,119,994,4,1:24.10,22.0
ST_2001-1-14_7,11,4.0,ACE ACADEMY (BT215),D Bonilla,P F Yiu,124,1054,13,1:24.20,45.0
ST_2001-1-14_7,12,12.0,CENTURY STAR (BV005),K H Ting,K C Lo,117,1028,8,1:24.30,34.0
ST_2001-1-14_7,13,13.0,WELL EXPRESS (BV023),C H Tse,T W Leung,110,1069,3,1:24.30,26.0
ST_2001-1-14_7,14,8.0,ZENON LIGHT (BV227),Y T Cheng,D A Hayes,117,960,1,1:24.80,25.0
ST_2001-1-14_8,1,2.0,FAIRY KING PRAWN (BP337),R Fradd,I W Allan,126,1138,11,1:35.10,1.4
ST_2001-1-14_8,2,9.0,MAGNIFIER (CA139),W C Marwing,A S Cruz,126,1138,10,1:35.30,27.0
ST_2001-1-14_8,3,1.0,ELECTRONIC UNICORN (BT092),S King,P F Yiu,126,1063,8,1:35.40,7.0
ST_2001-1-14_8,4,10.0,MAN OF HONOUR (BS267),W Woods,I W Allan,126,1060,5,1:35.60,50.0
ST_2001-1-14_8,5,6.0,INDIGENOUS (BP103),S Dye,I W Allan,126,1026,12,1:35.80,15.0
ST_2001-1-14_8,6,8.0,LORD OF WARRIORS (BS029),E Legrix,A S Cruz,126,1120,4,1:36.00,65.0
ST_2001-1-14_8,7,12.0,ORIENTAL EXPRESS (BP187),E Saint-Martin,I W Allan,126,1161,9,1:36.10,28.0
ST_2001-1-14_8,8,4.0,HELENE EXPRESS (BT300),C Brown,D A Hayes,126,1125,7,1:36.30,74.0
ST_2001-1-14_8,9,7.0,INDUSTRIAL PIONEER (CA153),G Mosse,P C Kan,126,975,6,1:36.30,38.0
ST_2001-1-14_8,10,11.0,NEW TRUMPS (BS309),K S Yu,T P Wong,126,1046,3,1:36.30,11.0
ST_2001-1-14_8,11,5.0,HUNTING LAD (BP153),J Egan,D A Hayes,126,1098,1,1:36.40,99.0
ST_2001-1-14_8,12,3.0,GLYNDEBOURNE (CA117),F Coetzee,A S Cruz,126,1078,2,1:36.50,20.0
ST_2001-1-14_8,13,13.0,TRILLION WIN (BT258),Y T Cheng,I W Allan,126,1010,13,1:37.80,60.0
ST_2001-1-14_9,1,11.0,STOIC (BT155),W Woods,L Fownes,125,946,3,1:49.00,20.0
ST_2001-1-14_9,2,7.0,ISLAND WEST TREBLE (BV073),R Fradd,J Moore,134,1111,8,1:49.00,5.6
ST_2001-1-14_9,3,1.0,MILLENNIUM SUPREME (BV228),F Coetzee,A S Cruz,137,1113,2,1:49.40,11.0
ST_2001-1-14_9,4,6.0,DRAGON POWER (BT162),S Dye,D A Hayes,134,1126,4,1:49.40,8.2
ST_2001-1-14_9,5,12.0,FULL THROTTLE (BP260),C Brown,P F Yiu,119,1181,9,1:49.60,24.0
ST_2001-1-14_9,6,14.0,DANEFACTOR (CA006),K H Ting,P C Kan,113,1083,7,1:49.70,6.0
ST_2001-1-14_9,7,8.0,FRAME'S PEOPLE (BV257),J Egan,T K Ng,128,1187,11,1:49.70,7.6
ST_2001-1-14_9,8,3.0,LUCKY SABRE (BV122),G Mosse,L Ho,135,1032,10,1:49.80,5.4
ST_2001-1-14_9,9,2.0,DON SEBASTIAN (BS297),E Saint-Martin,D Hill,136,1091,6,1:49.90,9.9
ST_2001-1-14_9,10,9.0,RACE TO HONOUR (BP085),Y T Cheng,S T Wong,125,1017,13,1:50.20,59.0
ST_2001-1-14_9,11,5.0,TAMBORA STAR (BS097),C H Tse,K W Lui,128,1145,14,1:50.50,63.0
ST_2001-1-14_9,12,10.0,EQUIKIT (BV262),W C Marwing,A T Millard,127,1022,12,1:50.60,23.0
ST_2001-1-14_9,13,4.0,PREFECT (CA015),E Legrix,D Cruz,135,1264,5,1:50.80,29.0
ST_2001-1-14_9,14,13.0,RETURN A SMILE (BT112),K S Yu,I W Allan,115,1160,1,1:51.60,24.0
ST_2001-1-1_1,1,12.0,NATURAL CLASSIC (BS323),K S Yu,T W Leung,118,989,8,1:24.40,36.0
ST_2001-1-1_1,2,5.0,SWEET VICTORY (BT160),E Saint-Martin,D A Hayes,132,1104,5,1:24.40,14.0
ST_2001-1-1_1,3,8.0,MONEY STAR (BT302),G Mosse,P C Kan,129,1026,10,1:24.50,1.8
ST_2001-1-1_1,4,6.0,SUPER STAR (BS005),A Starke,P Chapple-Hyam,131,1093,3,1:24.70,7.7
ST_2001-1-1_1,5,7.0,MANLEY'S FORTUNE (BS039),S K Sit,T P Wong,127,1141,2,1:24.70,19.0
ST_2001-1-1_1,6,14.0,THE VITALITY STAR (BT201),D Bonilla,P F Yiu,115,1013,13,1:24.80,16.0
ST_2001-1-1_1,7,9.0,STAR OF HONG KONG (BP324),S King,K W Lui,127,989,9,1:24.90,11.0
ST_2001-1-1_1,8,1.0,NINGBO WARRIOR (BT010),K C Tsang,L Fownes,132,1077,7,1:25.20,13.0
ST_2001-1-1_1,9,10.0,UNIVERSAL BOSS (BM039),E Legrix,Y O Wong,126,1116,11,1:25.20,33.0
ST_2001-1-1_1,10,11.0,SPARKO (BM028),C Williams,B Hutchison,121,1123,12,1:25.30,58.0
ST_2001-1-1_1,11,2.0,APPLAUSE FOR ME (BL169),W Woods,G Lane,136,1142,4,1:26.60,57.0
ST_2001-1-1_1,12,3.0,SUPER FAIRWAY (BP111),C H Tse,D Hill,128,1035,6,1:26.90,34.0
ST_2001-1-1_1,13,13.0,GO GO WIN (BP093),K H Ting,P C Kan,117,1080,14,1:26.90,54.0
ST_2001-1-1_1,14,4.0,GREEN CHARM (BT007),Y T Cheng,T P Cheung,129,993,1,1:28.70,14.0
ST_2001-1-1_10,1,6.0,THANK HEAVENS (BT224),E Legrix,G Lane,123,1074,5,1:09.90,16.0
ST_2001-1-1_10,2,12.0,BASIC INSTINCT (BM020),W Woods,T K Ng,115,1185,4,1:10.20,33.0
ST_2001-1-1_10,3,7.0,KIMBER (BP155),S King,K W Lui,122,1090,12,1:10.30,51.0
ST_2001-1-1_10,4,8.0,MR DIGNITY (CA182),C Brown,D A Hayes,121,1110,7,1:10.30,5.4
ST_2001-1-1_10,5,9.0,PROJECTSTAR (BV048),C H Tse,D Hill,111,975,2,1:10.40,8.1
ST_2001-1-1_10,6,11.0,BULLISH (BP318),Y T Cheng,P F Yiu,114,1172,9,1:10.40,88.0
ST_2001-1-1_10,7,2.0,SPARKY (BT125),K C Tsang,L Fownes,124,1099,8,1:10.60,7.6
ST_2001-1-1_10,8,10.0,ROMANTIC SYMPHONY (BV150),D Whyte,A T Millard,118,1053,1,1:10.70,10.0
ST_2001-1-1_10,9,3.0,STYLISH (BV025),R Fradd,J Moore,128,1098,10,1:10.80,3.4
ST_2001-1-1_10,10,4.0,SUPER CENTURY (BV029),F Coetzee,A S Cruz,126,1008,6,1:10.80,13.0
ST_2001-1-1_10,11,1.0,NO MONEY NO HONEY (BT297),G Mosse,P C Kan,129,1124,3,1:11.00,6.6
ST_2001-1-1_10,12,5.0,STERLING STAR (BT021),A Starke,I W Allan,124,1050,11,1:12.80,20.0
ST_2001-1-1_2,1,2.0,HOKKIEN ALL (BV341),R Fradd,G Lane,134,1262,3,1:08.60,10
ST_2001-1-1_2,2,10.0,SILVER COLLECTOR (BP240),S K Sit,T W Leung,125,999,5,1:08.70,7
ST_2001-1-1_2,3,8.0,RORY'S BID (BP272),J Egan,J Moore,130,1102,13,1:08.70,4.9
ST_2001-1-1_2,4,6.0,EXPLOSIVE POWER (BV129),C H Tse,A S Cruz,126,1036,6,1:09.10,3.7
ST_2001-1-1_2,5,13.0,PROFIT ALL TIMES (CA017),D Bonilla,P C Kan,120,1074,1,1:09.20,34
ST_2001-1-1_2,6,4.0,NEW PLANET (CA037),E Legrix,K W Lui,134,1122,2,1:09.30,49
ST_2001-1-1_2,7,14.0,WINWIN COMBINATION (BP340),W Woods,L Fownes,118,1120,10,1:09.40,6.7
ST_2001-1-1_2,8,9.0,SAI KUNG STAR (BP299),A Starke,L Ho,128,1034,4,1:10.00,13
ST_2001-1-1_2,9,1.0,ON FIRE (BP248),Y T Cheng,Y O Wong,132,1148,11,1:10.60,95
ST_2001-1-1_2,10,7.0,LANDLORD (BV091),G Mosse,P C Kan,133,993,12,1:10.70,6.2
ST_2001-1-1_2,11,12.0,MR HONOUR (BV336),C Williams,T K Ng,127,1027,14,1:11.90,99
ST_2001-1-1_2,12,5.0,O K PAL (CA010),M de Montfort,T W Leung,134,1107,8,1:11.90,19
ST_2001-1-1_2,13,3.0,MEGA-FIGHTER (BV080),K C Tsang,P F Yiu,129,1108,9,1:12.20,99
ST_2001-1-1_2,WV-A,11.0,BOLD'N POWER (BT068),E Saint-Martin,S T Wong,127,---,---,---,---
ST_2001-1-1_3,1,7.0,AMIABLE (BV077),G Mosse,P C Kan,123,1089,7,1:36.60,13.0
ST_2001-1-1_3,2,8.0,FLIGHT OF FANCY (BV069),W Woods,L Fownes,123,1055,6,1:36.70,13.0
ST_2001-1-1_3,3,9.0,GOOD JOB (BV035),C Williams,T K Ng,123,1194,12,1:36.80,18.0
ST_2001-1-1_3,4,2.0,FORTUNE SALLIAN (BT120),K C Tsang,P F Yiu,124,1153,8,1:36.90,5.0
ST_2001-1-1_3,5,10.0,KING COBRA (BT202),D Bonilla,Y O Wong,123,1106,5,1:36.90,9.6
ST_2001-1-1_3,6,14.0,MAGIC WIN (BV196),D Whyte,I W Allan,115,1166,14,1:37.10,4.0
ST_2001-1-1_3,7,11.0,CLASSIC DANCER (BV170),J Egan,K C Lo,121,1006,11,1:37.10,99.0
ST_2001-1-1_3,8,13.0,HAPPY TYCOON (BT115),K S Yu,B K Ng,115,1055,4,1:37.30,44.0
ST_2001-1-1_3,9,6.0,MILLENNIUM DAWN (BV168),E Saint-Martin,L Ho,125,996,13,1:37.40,5.8
ST_2001-1-1_3,10,4.0,TRY YOUR BEST (BV277),M de Montfort,T W Leung,127,1037,3,1:37.40,18.0
ST_2001-1-1_3,11,5.0,APPLIED SUPREME (BV207),A Starke,T P Cheung,126,1096,2,1:37.50,20.0
ST_2001-1-1_3,12,1.0,ELITE (BM142),S K Sit,K W Lui,126,1095,10,1:37.60,14.0
ST_2001-1-1_3,13,3.0,CAVALO (BS152),Y T Cheng,D A Hayes,124,1121,9,1:37.60,32.0
ST_2001-1-1_3,14,12.0,FURIOSO (BN248),F Coetzee,A S Cruz,118,1087,1,1:37.90,19.0
ST_2001-1-1_4,1,12.0,LUCKY VICTORIES (BT163),R Fradd,G Lane,118,1041,9,1:23.40,12
ST_2001-1-1_4,2,4.0,INTERVENE (BV180),E Saint-Martin,D A Hayes,125,1093,8,1:23.50,6.4
ST_2001-1-1_4,3,9.0,HUGE HOPE (BV245),J Egan,P Chapple-Hyam,121,1118,14,1:23.60,25
ST_2001-1-1_4,4,8.0,ZINEDINE (BT242),S King,D Cruz,123,1021,4,1:23.70,25
ST_2001-1-1_4,5,2.0,UNIVERSAL CHARGER (BV172),D Whyte,Y O Wong,126,1120,2,1:23.70,2.1
ST_2001-1-1_4,6,11.0,MILLENNIUM SPIRIT (BV221),K C Tsang,P F Yiu,115,1023,11,1:23.80,53
ST_2001-1-1_4,7,5.0,SMILING FOREST (BV286),W Woods,L Fownes,124,1035,13,1:23.80,7.7
ST_2001-1-1_4,8,7.0,WONDERFUL LIFE (BV285),F Coetzee,A S Cruz,123,1006,12,1:24.00,86
ST_2001-1-1_4,9,13.0,WINNING LUCK (BP227),C Williams,T K Ng,116,1167,10,1:24.10,34
ST_2001-1-1_4,10,1.0,KING OF TOYS (BS074),G Mosse,P C Kan,128,1126,5,1:24.30,13
ST_2001-1-1_4,11,14.0,SOUND LOVER (BN110),Y T Cheng,K C Lo,112,1092,1,1:24.60,32
ST_2001-1-1_4,12,3.0,INTEGRITY (BT180),E Legrix,I W Allan,125,1028,7,1:24.60,22
ST_2001-1-1_4,13,10.0,SIGHT FIRST (BT280),M de Montfort,T W Leung,121,1011,3,1:24.70,11
ST_2001-1-1_4,WX-A,6.0,HOLY RANTO (BV321),S K Sit,K W Lui,120,---,---,---,---
ST_2001-1-1_5,1,7.0,JAMIESON (BV190),G Mosse,P C Kan,124,992,4,1:42.40,11.0
ST_2001-1-1_5,2,1.0,HERO'S WAY (BS137),F Coetzee,T P Cheung,131,1065,3,1:42.60,2.6
ST_2001-1-1_5,3,4.0,FORTUNE REACHING (BV253),R Fradd,I W Allan,126,988,1,1:43.10,9.0
ST_2001-1-1_5,4,3.0,SPEED AT WILL (BT213),M de Montfort,T W Leung,127,1086,11,1:43.40,9.6
ST_2001-1-1_5,5,11.0,HAPPY ECLIPSE (BV188),J Egan,K C Lo,119,1092,8,1:43.50,13.0
ST_2001-1-1_5,6,2.0,PO ON POWER (BN258),A Starke,J Moore,129,1027,12,1:43.90,14.0
ST_2001-1-1_5,7,13.0,LIFO (BL032),Y T Cheng,B K Ng,113,1160,9,1:44.00,53.0
ST_2001-1-1_5,8,14.0,RIGHT ON (BN116),K S Yu,T P Wong,114,1027,6,1:44.10,10.0
ST_2001-1-1_5,9,6.0,CHEVAL D'OR (BT239),D Bonilla,Y O Wong,124,1134,5,1:44.30,6.2
ST_2001-1-1_5,10,12.0,GOLDEN WARRIOR (BV049),W Woods,L Fownes,117,1061,7,1:44.40,99.0
ST_2001-1-1_5,11,9.0,SPOT ON (BT237),C Williams,D A Hayes,124,1104,10,1:44.60,74.0
ST_2001-1-1_5,12,10.0,SING SING SING (BV255),E Legrix,P F Yiu,122,964,13,1:44.70,64.0
ST_2001-1-1_5,13,8.0,PROJECTVISION (BS021),C H Tse,D Hill,117,1123,14,1:44.70,18.0
ST_2001-1-1_5,14,5.0,FIELD'S WINNER (BV237),K C Tsang,T K Ng,120,1083,2,1:45.70,66.0
ST_2001-1-1_6,1,2.0,LASER PRIDE (BS277),D Whyte,A T Millard,130,1122,7,1:23.80,23.0
ST_2001-1-1_6,2,4.0,GOLDEN CHOICE (BP203),K S Yu,B K Ng,128,1084,9,1:23.90,11.0
ST_2001-1-1_6,3,12.0,PAR AVION (BV220),S King,B Hutchison,120,1073,14,1:24.00,15.0
ST_2001-1-1_6,4,9.0,SUPER TEAM (BN040),F Coetzee,A S Cruz,122,1104,12,1:24.00,55.0
ST_2001-1-1_6,5,11.0,TRAVELLER STAR (BT232),E Legrix,K W Lui,121,1146,1,1:24.10,9.9
ST_2001-1-1_6,6,6.0,FOR MY WISHES (BT119),R Fradd,J Moore,124,1082,4,1:24.20,3.7
