day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds
HV_2002-1-16_2,7,11.0,NOBLE CHARGE (BV306),K H Ting,P C Kan,119,1018,10,0:59.30,49.0
HV_2002-1-16_2,8,10.0,THE MOST DAUNTLESS (BT171),M W Leung,G Lane,114,1112,6,0:59.50,15.0
HV_2002-1-16_2,9,5.0,LOMBARD (BV198),D Whyte,J Moore,122,1144,8,0:59.60,6.3
HV_2002-1-16_2,10,12.0,ROYAL STAR (CA373),W M Lai,D Hill,114,1194,11,1:00.00,49.0
HV_2002-1-16_2,11,1.0,BACK SEAT DRIVER (CA011),B Marcus,T W Leung,129,1145,12,1:00.20,9.1
HV_2002-1-16_2,12,8.0,CAPITAL STAR (BT083),S King,P Chapple-Hyam,121,968,9,1:00.80,30.0
HV_2002-1-16_3,1,8.0,PROFIT TREASURE (CA077),W C Marwing,K L Man,123,1009,1,1:42.30,4.4
HV_2002-1-16_3,2,5.0,ARRECTIS AURIBUS (BP062),O Doleuze,D Cruz,126,1092,2,1:42.30,9.8
HV_2002-1-16_3,3,12.0,BOLD VICTORY (BS023),W M Lai,K C Lo,113,1050,3,1:42.40,11.0
HV_2002-1-16_3,4,2.0,GUSCOTT (BS207),H K Yim,B K Ng,130,1102,4,1:42.60,14.0
HV_2002-1-16_3,5,4.0,UTMOST EASY (CA106),S Dye,T K Ng,128,1069,12,1:43.10,19.0
HV_2002-1-16_3,6,6.0,BRAVISSIMO (BS041),A Suborics,D Oughton,126,1032,9,1:43.80,26.0
HV_2002-1-16_3,7,10.0,HIGHLIGHT (BT192),B Marcus,L Ho,122,1030,8,1:44.10,19.0
HV_2002-1-16_3,8,1.0,GET IT EASY (BV235),J Egan,L Fownes,130,1033,7,1:44.20,6.7
HV_2002-1-16_3,9,11.0,BANK ON IT (BT236),F Coetzee,A S Cruz,117,1071,11,1:44.80,19.0
HV_2002-1-16_3,10,3.0,STAR OF TAI PO (BT293),G Mosse,P C Kan,128,1083,10,1:46.50,13.0
HV_2002-1-16_3,11,9.0,BRILLIANT (BV278),D Whyte,K W Lui,122,1029,6,1:47.00,3.7
HV_2002-1-16_3,12,7.0,FORTUNE TYCOON (BS187),M W Leung,A T Millard,118,1121,5,1:47.40,24.0
HV_2002-1-16_4,1,10.0,SOUND LOVER (BN110),F Coetzee,K C Lo,123,1107,1,1:12.50,5.0
HV_2002-1-16_4,2,7.0,LUCKY LUCKY (CA095),D Whyte,K L Man,125,1065,6,1:12.50,4.9
HV_2002-1-16_4,3,11.0,BELOVED PARTNER (BV022),B Marcus,T W Leung,121,1075,2,1:12.80,6.9
HV_2002-1-16_4,4,6.0,HEAVENLY WIND (BP313),O Doleuze,D Cruz,125,1147,9,1:13.00,26.0
HV_2002-1-16_4,5,1.0,LATIN DANCER (CA230),S K Sit,P Chapple-Hyam,128,1010,11,1:13.30,9.7
HV_2002-1-16_4,6,4.0,SUPER BOLD RACER (CA045),H K Yim,Y O Wong,128,1079,5,1:13.50,12.0
HV_2002-1-16_4,7,3.0,PERFECT SPORT (BN133),W M Lai,T K Ng,130,1187,10,1:13.60,44.0
HV_2002-1-16_4,8,8.0,METRO FLYER (CA072),W Woods,L Fownes,125,976,12,1:13.60,34.0
HV_2002-1-16_4,9,9.0,HAPPY ECLIPSE (BV188),J Egan,A T Millard,123,1114,3,1:13.70,8.9
HV_2002-1-16_4,10,2.0,SPEEDY CHAMPION (BT264),S Dye,D A Hayes,131,1059,8,1:13.80,8.4
HV_2002-1-16_4,11,5.0,SOLO (BT127),D Dunn,J Size,126,1180,4,1:13.90,7.1
HV_2002-1-16_4,12,12.0,KEY LARGO (BP320),K C Tsang,D Hill,110,1103,7,1:15.10,41.0
HV_2002-1-16_5,1,8.0,ME AND YOU (BT011),A Suborics,P F Yiu,120,1230,6,1:42.00,14.0
HV_2002-1-16_5,2,10.0,ALBELA (BV028),S King,D Cruz,118,1051,2,1:42.50,4.9
HV_2002-1-16_5,3,3.0,MANY HAPPY RETURNS (BP126),J Egan,L Ho,125,998,11,1:42.60,17.0
HV_2002-1-16_5,4,4.0,HIGHLAND LEGEND (BT139),F Coetzee,J Moore,123,1056,10,1:42.60,10.0
HV_2002-1-16_5,5,7.0,FORTUNE DANCER (BS081),W M Lai,T K Ng,120,1187,4,1:42.80,35.0
HV_2002-1-16_5,6,11.0,GOLDEN SPIRIT (CA215),D Whyte,K W Lui,118,1036,8,1:42.90,6.8
HV_2002-1-16_5,7,6.0,ALL WIN (BT106),K C Tsang,K L Man,117,1096,3,1:43.20,16.0
HV_2002-1-16_5,8,9.0,PO ON WIN (CA282),B Marcus,D A Hayes,120,1065,1,1:43.20,3.4
HV_2002-1-16_5,9,2.0,KONRAD THE GREAT (CB059),W Woods,L Fownes,127,1066,5,1:43.20,11.0
HV_2002-1-16_5,10,5.0,HONG KONG VITALITY (BS010),K H Ting,P C Kan,122,1151,7,1:43.80,9.2
HV_2002-1-16_5,11,1.0,GRAND FIGHTER (CA225),G Mosse,P C Kan,128,1021,9,1:43.90,15.0
HV_2002-1-16_6,1,4.0,GOOD MAN (CA001),G Mosse,P C Kan,123,1078,4,2:20.70,4.3
HV_2002-1-16_6,2,9.0,STRATEGIC MOVE (BP233),M W Leung,D Oughton,110,1081,9,2:20.80,28.0
HV_2002-1-16_6,3,6.0,THISTLEJADE (CA161),W C Marwing,T P Wong,122,1009,2,2:20.80,3.0
HV_2002-1-16_6,4,2.0,SUCCESSFUL SPIRIT (BV226),F Coetzee,A S Cruz,129,1193,1,2:21.00,7.2
HV_2002-1-16_6,5,8.0,FAIR LADY (CA238),D Dunn,S T Wong,119,966,5,2:21.10,11.0
HV_2002-1-16_6,6,7.0,HAPPY FORTUNE (CA307),D Whyte,S T Wong,120,1174,10,2:21.40,5.6
HV_2002-1-16_6,7,10.0,SUPER SPLENDID (BT081),K H Ting,P C Kan,114,1086,8,2:21.50,19.0
HV_2002-1-16_6,8,11.0,EXPRESS LOT (BT188),Y T Cheng,D A Hayes,115,1101,7,2:21.60,54.0
HV_2002-1-16_6,9,5.0,PRODIGY (BS294),W Woods,L Fownes,122,1086,3,2:21.90,23.0
HV_2002-1-16_6,10,1.0,FRENCH FRY (BS271),B Marcus,J Moore,130,1050,12,2:21.90,23.0
HV_2002-1-16_6,11,12.0,LEGEND'S GLORY (BV329),J Egan,S T Wong,113,1144,6,2:22.10,22.0
HV_2002-1-16_6,12,3.0,TAMBORA STAR (BS097),A Suborics,K W Lui,125,1152,11,2:22.80,61.0
HV_2002-1-16_7,1,5.0,VICTORY MARBLE (BV275),W C Marwing,P F Yiu,131,1203,1,1:11.80,4.8
HV_2002-1-16_7,2,6.0,VICTORY WARRIOR (CA338),S K Sit,B K Ng,126,1070,10,1:12.00,7.5
HV_2002-1-16_7,3,11.0,WINNING DRAGON (CB018),R Fradd,J Size,120,1206,4,1:12.30,2
HV_2002-1-16_7,4,12.0,HAPPY CHAMP (BS226),J Egan,K W Lui,116,1108,2,1:12.40,37
HV_2002-1-16_7,5 DH,1.0,MERRY MERRY (BV298),G Mosse,P C Kan,132,1191,3,1:12.40,16
HV_2002-1-16_7,5 DH,7.0,COMME D'HABITUDE (CA107),D Whyte,D Oughton,125,1119,9,1:12.40,16
HV_2002-1-16_7,7,2.0,RARE (BS153),O Doleuze,G Lane,132,1076,5,1:12.40,10
HV_2002-1-16_7,8,3.0,STRONGHEART (BT113),Y T Cheng,J Moore,132,1103,7,1:12.60,56
HV_2002-1-16_7,9,10.0,VICTORY MASTER (CA223),D Dunn,D A Hayes,122,1099,8,1:12.80,21
HV_2002-1-16_7,10,4.0,SUPER CENTURY (BV029),F Coetzee,A S Cruz,131,1042,6,1:13.10,17
HV_2002-1-16_7,11,9.0,DELIGHTFUL SPECIAL (BP147),K C Tsang,T P Wong,119,1167,11,1:13.50,99
HV_2002-1-16_7,WV,8.0,PRISTINE (BV254),M W Leung,I W Allan,118,---,---,---,---
HV_2002-1-23_1,1,1.0,MASTER YING (CB249),W M Lai,T K Ng,129,1117,3,1:11.50,11.0
HV_2002-1-23_1,2,6.0,CULLINAN (BV034),D Whyte,Y O Wong,126,1085,2,1:11.60,3.1
HV_2002-1-23_1,3,11.0,TOP OF THE CROWN (CB033),E Saint-Martin,K C Lo,119,1047,1,1:11.60,48.0
HV_2002-1-23_1,4,8.0,SIGHT FIRST (BT280),W Woods,L Fownes,126,1066,5,1:11.70,5.3
HV_2002-1-23_1,5,7.0,NOBLE CHARGE (BV306),G Mosse,P C Kan,126,1008,6,1:11.80,7.1
HV_2002-1-23_1,6,3.0,WELL BEST (CB035),S Dye,I W Allan,129,1055,12,1:11.90,34.0
HV_2002-1-23_1,7,12.0,AMERICAN WIN (BV065),M W Leung,D Oughton,107,1070,4,1:12.20,22.0
HV_2002-1-23_1,8,4.0,SWEETIE (CB036),J Egan,L Ho,128,1013,7,1:12.50,8.7
HV_2002-1-23_1,9,5.0,SIR TIMAH (BT063),W C Marwing,D Hill,127,1155,11,1:12.60,20.0
HV_2002-1-23_1,10,2.0,MULTICHAMP (CB173),F Coetzee,A T Millard,129,1265,8,1:12.60,9.5
HV_2002-1-23_1,11,9.0,TAI PO FRIEND (CA257),Y T Cheng,K L Man,126,1086,9,1:12.70,11.0
HV_2002-1-23_1,12,10.0,TOP QUALITY (BT212),A Suborics,P F Yiu,122,1094,10,1:13.70,41.0
HV_2002-1-23_2,1,4.0,ARRECTIS AURIBUS (BP062),O Doleuze,D Cruz,128,1088,8,1:42.00,6.4
HV_2002-1-23_2,2,11.0,COMFORT (BT156),W M Lai,T K Ng,115,1048,4,1:42.60,10.0
HV_2002-1-23_2,3,5.0,BUENO BUENO (CA193),B Marcus,D A Hayes,127,1057,6,1:42.60,6.2
HV_2002-1-23_2,4,2.0,OVER SUBSCRIBE (CB074),E Legrix,T W Leung,129,1027,1,1:42.80,11.0
HV_2002-1-23_2,5,7.0,FORTUNE GLORY (BV011),E Saint-Martin,K W Lui,126,1078,5,1:42.90,5.2
HV_2002-1-23_2,6,6.0,CLEVER CITATION (BV303),S King,I W Allan,127,1167,3,1:42.90,5.7
HV_2002-1-23_2,7,10.0,WE KNOW WHEN (BN165),D Dunn,G Lane,118,1017,11,1:43.10,34.0
HV_2002-1-23_2,8,8.0,TRIPLE DRAGON (CA151),Hammer-Hansen,S T Wong,121,1043,7,1:43.10,9.1
HV_2002-1-23_2,9,1.0,GUSCOTT (BS207),K C Tsang,B K Ng,126,1096,9,1:43.30,14.0
HV_2002-1-23_2,10,12.0,SPRING LOVE (CA189),Y T Cheng,Y O Wong,113,1071,10,1:43.70,99.0
HV_2002-1-23_2,11,3.0,RANGEELA (BS035),W Woods,L Fownes,129,1248,2,1:44.40,7.9
HV_2002-1-23_2,12,9.0,CHUNG ON TREASURE (CA181),W C Marwing,P F Yiu,119,1031,12,1:44.40,99.0
HV_2002-1-23_3,1,1.0,VIKING DANCER (BV291),D Whyte,J Moore,133,1146,4,1:42.70,2.8
HV_2002-1-23_3,2,9.0,EXTRAORDINARY (BT029),W C Marwing,T P Wong,119,1117,12,1:43.10,8.5
HV_2002-1-23_3,3,4.0,HOLY QUEST (CA309),A Suborics,I W Allan,126,1131,9,1:43.20,10.0
HV_2002-1-23_3,4,6.0,MEGA-FIGHTER (BV080),D Dunn,J Size,125,1130,7,1:43.20,5.7
HV_2002-1-23_3,5,10.0,GOLDEN WARRIOR (BV049),W Woods,L Fownes,118,1041,2,1:43.30,5.0
HV_2002-1-23_3,6,7.0,WIN IT ALL (BN026),J Egan,B K Ng,123,1038,1,1:43.30,30.0
HV_2002-1-23_3,7,11.0,LUCKY SUPREME (CA170),S King,T K Ng,117,1020,3,1:43.30,10.0
HV_2002-1-23_3,8,8.0,LIGHTMASTER (CA065),E Legrix,P F Yiu,120,1005,6,1:43.60,29.0
HV_2002-1-23_3,9,5.0,VIGOROSO (BT191),G Mosse,G Lane,126,1243,8,1:43.90,32.0
HV_2002-1-23_3,10,3.0,HEART'S DESIRE (CA348),M W Leung,L Ho,121,995,10,1:44.10,92.0
HV_2002-1-23_3,11,2.0,BOLD VICTORY (BS023),E Saint-Martin,K C Lo,132,1047,11,1:44.30,15.0
HV_2002-1-23_3,12,12.0,MR HONOUR (BV336),Y T Cheng,K L Man,113,956,5,1:45.40,99.0
HV_2002-1-23_4,1,9.0,MY FAVOURITE (CA125),S Dye,J Size,120,1062,7,1:42.60,2.3
HV_2002-1-23_4,2,3.0,JUST IN TIME (BV215),R Fradd,A T Millard,130,1132,4,1:42.60,5.0
HV_2002-1-23_4,3,5.0,BOLD VISION (CA091),W Woods,L Fownes,125,1042,3,1:42.60,7.2
HV_2002-1-23_4,4,4.0,INDY'S GEM (BS077),D Whyte,D Oughton,127,1031,2,1:42.60,9.9
HV_2002-1-23_4,5,2.0,COUNTRY DRAGON (BV294),F Coetzee,A S Cruz,131,1013,10,1:42.70,7.5
HV_2002-1-23_4,6,7.0,TEKON PERFECT (CA029),W M Lai,K C Lo,123,1051,6,1:43.10,16.0
HV_2002-1-23_4,7,1.0,OCEAN CHANNEL (CA394),D Dunn,D A Hayes,132,1014,5,1:43.10,41.0
HV_2002-1-23_4,8,8.0,MILLENNIUM LEGEND (BV246),K H Ting,P C Kan,122,1033,12,1:43.10,47.0
HV_2002-1-23_4,9,6.0,HANDSOME MAN (BS012),B Marcus,T W Leung,123,1033,11,1:43.50,31.0
HV_2002-1-23_4,10,10.0,JOYOUS CHEERS (CA301),W C Marwing,I W Allan,119,1018,1,1:43.60,17.0
HV_2002-1-23_4,11,11.0,CHEVAL D'OR (BT239),Y T Cheng,Y O Wong,117,1114,9,1:44.10,72.0
HV_2002-1-23_4,12,12.0,SOUNDS GOOD (BT099),M W Leung,L Ho,106,1035,8,1:44.30,99.0
HV_2002-1-23_5,1,6.0,SUPER FAST (BV327),F Coetzee,A S Cruz,123,1107,8,0:58.20,4.3
HV_2002-1-23_5,2,5.0,EASY KING (CA062),O Doleuze,D Cruz,124,1105,6,0:58.40,3.6
HV_2002-1-23_5,3,8.0,TOP WINNER (CA007),D Dunn,D A Hayes,122,1091,2,0:58.50,5.1
HV_2002-1-23_5,4,3.0,POT BLACK (CA079),D Whyte,G Lane,126,1045,3,0:58.70,4.9
HV_2002-1-23_5,5,4.0,LEGEND OF WEI HAI (BV283),J Egan,L Ho,125,1187,7,0:58.70,26.0
HV_2002-1-23_5,6,9.0,GOLDCHIN BEST (BV202),A Suborics,A T Millard,119,1235,4,0:58.70,17.0
HV_2002-1-23_5,7,12.0,HORACE'S HORSE (CB043),W Woods,L Fownes,116,1105,12,0:58.80,88.0
HV_2002-1-23_5,8,1.0,CLASSIC JESTER (BP208),K C Tsang,I W Allan,126,1028,5,0:58.90,15.0
HV_2002-1-23_5,9,7.0,WONDERFUL WIN (CA159),R Fradd,K L Man,123,1035,11,0:59.40,14.0
HV_2002-1-23_5,10,11.0,HONOURABLE (CB221),W M Lai,D Hill,118,1035,9,0:59.70,35.0
HV_2002-1-23_5,11,2.0,HOW FLUKE (CA340),G Mosse,P C Kan,126,970,10,0:59.80,61.0
HV_2002-1-23_5,12,10.0,BUTTERFORD (CA382),S K Sit,T K Ng,115,1176,1,0:59.90,52.0
HV_2002-1-23_6,1,6.0,PLENTY OF LUCK (CA308),E Legrix,K W Lui,127,1096,7,1:42.30,6.3
HV_2002-1-23_6,2,8.0,GOLDEN DUKE (BN194),E Saint-Martin,K C Lo,123,1023,2,1:42.40,26.0
HV_2002-1-23_6,3,7.0,FRAT RAT (CA038),W C Marwing,I W Allan,123,965,9,1:42.40,9.2
HV_2002-1-23_6,4,1.0,ARRIBA-ARRIBA (BT079),R Fradd,K L Man,133,1022,4,1:42.60,4.5
HV_2002-1-23_6,5,4.0,SUPER FORCE (BV141),S King,D Cruz,130,948,5,1:42.90,14.0
HV_2002-1-23_6,6,11.0,SIR GALWAY (BP018),K H Ting,P C Kan,116,1116,6,1:42.90,20.0
HV_2002-1-23_6,7,10.0,AUTHORISED (BP125),D Dunn,J Size,118,1068,10,1:42.90,13.0
HV_2002-1-23_6,8,3.0,ASPIRATION (BP003),M W Leung,A T Millard,124,1013,12,1:43.10,99.0
HV_2002-1-23_6,9,9.0,NON SEQUITUR (BV093),F Coetzee,A S Cruz,121,961,3,1:43.20,13.0
HV_2002-1-23_6,10,2.0,DANDY BUNNY (BV328),D Whyte,S T Wong,132,1046,8,1:43.20,3.0
HV_2002-1-23_6,11,5.0,EMPIRE COURT (BT189),S K Sit,T P Wong,125,1158,11,1:43.50,13.0
HV_2002-1-23_6,12,12.0,WELL CONTEND (CB034),K C Tsang,T K Ng,110,1032,1,1:44.50,99.0
HV_2002-1-23_7,1,7.0,SUCCESS MAGIC (BT265),W M Lai,I W Allan,126,1298,8,0:58.00,24
HV_2002-1-23_7,2,3.0,SMART WINNER (CA019),S King,D Cruz,131,1129,2,0:58.00,2.8
HV_2002-1-23_7,3,6.0,THE KING OF CLOYNE (BS206),R Fradd,P Chapple-Hyam,130,1046,7,0:58.10,19
HV_2002-1-23_7,4,8.0,EXPEDIENT (BT046),E Legrix,B K Ng,125,1027,3,0:58.40,6.9
HV_2002-1-23_7,5,9.0,CORAJOSO (CB230),S Dye,D A Hayes,120,1034,1,0:58.50,29
HV_2002-1-23_7,6,4.0,GRANDIOSO (CA327),J Egan,G Lane,130,1172,10,0:58.60,5.5
HV_2002-1-23_7,7,12.0,BULLISH (BP318),D Dunn,P F Yiu,115,1142,4,0:58.80,18
HV_2002-1-23_7,8,10.0,KING LION (CB091),K C Tsang,T K Ng,113,1176,11,0:59.00,99
HV_2002-1-23_7,9,5.0,STYLISH (BV025),F Coetzee,J Moore,130,1105,6,0:59.20,4.2
HV_2002-1-23_7,10,11.0,NICE AND EASY (CB119),B Marcus,T W Leung,116,1037,5,0:59.30,14
HV_2002-1-23_7,11,1.0,FANTASY (CB187),A Suborics,K W Lui,133,1061,9,0:59.50,26
HV_2002-1-23_7,WV,2.0,PROSPERO (BT275),D Whyte,Y O Wong,131,---,---,---,---
HV_2002-1-30_1,1,5.0,CLASSIC RIZZI (CA056),W C Marwing,I W Allan,126,1069,7,0:58.90,5.2
HV_2002-1-30_1,2,4.0,AMITY (CA036),D Dunn,D A Hayes,127,1089,3,0:59.00,3.4
HV_2002-1-30_1,3,7.0,PERFECT SCORE (CB111),Y T Cheng,T P Wong,125,1061,4,0:59.20,14
HV_2002-1-30_1,4,9.0,RENA'S WUNDERBAR (CA285),E Legrix,K W Lui,122,1065,10,0:59.20,99
HV_2002-1-30_1,5,6.0,WINNING PARADE (CA283),D Whyte,J Moore,126,1119,9,0:59.20,2.6
HV_2002-1-30_1,6,8.0,APRIL HARE (CB080),F Coetzee,A S Cruz,123,1128,8,0:59.30,41
HV_2002-1-30_1,7,11.0,FISH KING (BV225),O Doleuze,D Cruz,119,1131,2,0:59.30,8.6
HV_2002-1-30_1,8,3.0,MUNDAHISH (BT250),M W Leung,B K Ng,121,1105,12,0:59.50,56
HV_2002-1-30_1,9,2.0,TOP QUALITY (BT212),R Fradd,P F Yiu,120,1104,1,0:59.50,30
HV_2002-1-30_1,10,12.0,SUPER BOLD RACER (CA045),W M Lai,Y O Wong,117,1079,5,0:59.60,32
HV_2002-1-30_1,11,10.0,HANDBAG'S HONOUR (BT015),Hammer-Hansen,T W Leung,124,1030,11,0:59.80,27
HV_2002-1-30_1,12,1.0,CASH FLOW (CA396),J Egan,G Lane,128,1006,6,0:59.90,81
HV_2002-1-30_1,WV,,GRANVILLE ISLAND (CB118),E Saint-Martin,K C Lo,128,---,---,---,---
HV_2002-1-30_1,WV,,ROYAL STAR (CA373),K C Tsang,D Hill,119,---,---,---,---
HV_2002-1-30_2,1,7.0,LASER PRIDE (BS277),R Fradd,K L Man,122,1130,6,1:42.00,35.0
HV_2002-1-30_2,2,3.0,ROUND THE WORLD (CA227),W Woods,L Fownes,126,1108,10,1:42.30,4.0
HV_2002-1-30_2,3,5.0,AMERICAN CHAMPION (BN179),E Saint-Martin,D Oughton,122,1065,3,1:42.50,10.0
HV_2002-1-30_2,4,1.0,DANDY BUNNY (BV328),D Whyte,S T Wong,131,1043,11,1:42.60,5.4
HV_2002-1-30_2,5,4.0,HIGHLAND LEGEND (BT139),F Coetzee,J Moore,124,1054,9,1:42.60,4.2
HV_2002-1-30_2,6,2.0,INTERVENE (BV180),S Dye,D A Hayes,129,1146,2,1:42.80,12.0
HV_2002-1-30_2,7,8.0,FORTUNE DANCER (BS081),W M Lai,T K Ng,120,1169,4,1:43.00,17.0
HV_2002-1-30_2,8,11.0,PERFECT SHADOW (CA076),S K Sit,L Ho,110,1062,1,1:43.30,8.9
HV_2002-1-30_2,9,6.0,DEREK'S CHOICE (BV137),B Marcus,D Cruz,122,1056,7,1:43.50,7.9
HV_2002-1-30_2,10,10.0,HIGH FIVE (CA292),D Dunn,G Lane,115,1123,5,1:44.00,42.0
HV_2002-1-30_2,11,9.0,TAMBORA STAR (BS097),K H Ting,K W Lui,119,1158,8,1:44.10,54.0
HV_2002-1-30_3,1,1.0,SPEEDY FORWARD (BT181),G Mosse,P C Kan,131,1021,1,1:43.20,2.6
HV_2002-1-30_3,2,12.0,HOLLYWOOD STAR (BS078),S Dye,T W Leung,115,968,12,1:43.30,25
HV_2002-1-30_3,3,7.0,DARLEY (BN149),S King,J Size,124,1187,8,1:43.60,4.7
HV_2002-1-30_3,4,11.0,MISSION POSSIBLE (CA070),O Doleuze,D Cruz,119,1052,3,1:43.60,12
HV_2002-1-30_3,5,5.0,LEAD TO WIN (BV081),J Egan,B K Ng,127,1084,9,1:43.90,12
HV_2002-1-30_3,6,6.0,CLEAR MASTER (BT128),D Whyte,K W Lui,124,1022,4,1:44.00,8
HV_2002-1-30_3,7,3.0,PRIDE AND FORTUNE (BV331),M W Leung,Y O Wong,121,1160,2,1:44.10,22
HV_2002-1-30_3,8,4.0,STAR OF WAH YAN (BP105),F Coetzee,A T Millard,128,1082,5,1:44.50,6.6
HV_2002-1-30_3,9,9.0,WINNING LUCK (BP227),W M Lai,T K Ng,131,1184,11,1:44.80,30
HV_2002-1-30_3,10,10.0,TOP PRACTITIONER (BM131),W Woods,L Fownes,120,1104,6,1:44.90,31
HV_2002-1-30_3,11,8.0,QUI VIVRA VERRA (BP143),E Saint-Martin,D Oughton,122,1143,10,1:44.90,55
HV_2002-1-30_3,12,2.0,INCA ROSE (BT255),Y T Cheng,D A Hayes,128,1006,7,1:47.30,36
HV_2002-1-30_3,WV,,DRAGON WIN (BV242),W C Marwing,P F Yiu,121,---,---,---,---
HV_2002-1-30_4,1,9.0,ILIKETOSMILE (CA028),W C Marwing,T P Wong,119,1066,12,1:11.20,9.5
HV_2002-1-30_4,2,10.0,LUCKY LUCKY (CA095),R Fradd,K L Man,117,1065,10,1:11.50,7.5
HV_2002-1-30_4,3,2.0,JET JACKSON (BT157),D Whyte,J Moore,130,961,3,1:11.80,6.3
HV_2002-1-30_4,4,3.0,DANHERO (CA337),D Dunn,P F Yiu,128,1094,6,1:11.80,2.4
HV_2002-1-30_4,5,7.0,INSPIRED (CA312),J Egan,G Lane,124,1022,1,1:11.90,19.0
HV_2002-1-30_4,6,1.0,ALL THE GLORY (BN058),O Doleuze,D Cruz,130,1147,4,1:12.00,10.0
HV_2002-1-30_4,7,8.0,FAMOUS BRAND (CA353),E Legrix,K W Lui,120,1045,11,1:12.10,91.0
HV_2002-1-30_4,8,12.0,HEADING TO WIN (BM068),S K Sit,A S Cruz,110,1221,2,1:12.10,13.0
HV_2002-1-30_4,9,11.0,WINMARK (CA137),S Dye,J Size,116,1117,5,1:12.30,10.0
HV_2002-1-30_4,10,4.0,ELEPHANT DANCE (CA391),W M Lai,T K Ng,128,1112,7,1:12.30,99.0
HV_2002-1-30_4,11,5.0,TUSSAUD (CB016),K C Tsang,B K Ng,125,988,8,1:13.30,99.0
HV_2002-1-30_4,12,6.0,CHAMPION BOY (CB056),W Woods,L Fownes,126,1072,9,1:15.20,18.0
HV_2002-1-30_5,1,12.0,DE INTEGRO (BS079),S King,P Chapple-Hyam,115,1087,4,1:52.00,17.0
HV_2002-1-30_5,2,5.0,BLACK CARBINE (CA302),D Whyte,T K Ng,122,1096,6,1:52.30,2.8
HV_2002-1-30_5,3,10.0,HONEST STEED (BV135),Y T Cheng,S T Wong,115,981,9,1:52.40,10.0
HV_2002-1-30_5,4,11.0,AQUA PRINCE (BV184),J Egan,J Moore,114,1012,1,1:52.60,6.4
HV_2002-1-30_5,5,9.0,CHIEF'S FORTUNE (BS222),S Dye,J Size,115,1028,8,1:52.80,5.4
HV_2002-1-30_5,6,4.0,GUSCOTT (BS207),W Woods,B K Ng,123,1112,7,1:52.90,18.0
HV_2002-1-30_5,7,8.0,EASTERN TYCOON (CA261),F Coetzee,A S Cruz,117,1088,5,1:53.20,25.0
HV_2002-1-30_5,8,6.0,NOT GUILTY (CB053),E Legrix,D Oughton,120,1120,3,1:54.10,58.0
HV_2002-1-30_5,9,1.0,HONEST DRAGON (BS223),S K Sit,L Ho,129,1079,12,1:54.20,11.0
HV_2002-1-30_5,10,2.0,DRAGON FORTUNE (BV309),B Marcus,T W Leung,125,1130,2,1:54.50,11.0
HV_2002-1-30_5,11,3.0,METRO TRAVELLER (BT168),K C Tsang,L Fownes,122,1154,11,1:54.60,21.0
