day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds,Running Position
ST_2008-1-1_5,14,14.0,KAISER'S CHOIX (CE305),C K Tong,C Fownes,109,1102,12,1:25.10,29.0,
ST_2008-1-1_6,1,14.0,CRUSH ON YOU (CH065),K L Chui,D J Hall,108,1095,3,1:23.40,20.0,
ST_2008-1-1_6,2,9.0,AMAZING CHOISIR (CH189),C Soumillon,C Fownes,123,1056,12,1:23.40,3.3,
ST_2008-1-1_6,3,1.0,MASCOT FORTUNE (CH221),B Prebble,K L Man,132,1073,6,1:23.50,4.2,
ST_2008-1-1_6,4,7.0,SPEEDY (CJ037),G Boss,P O'Sullivan,124,1138,1,1:23.60,7.4,
ST_2008-1-1_6,5,12.0,BEAUTIFUL CHOICE (CH130),M W Leung,Y S Tsui,111,1102,14,1:23.80,14.0,
ST_2008-1-1_6,6,6.0,AMAZING FORTUNE (CH235),M Nunes,K W Lui,124,1074,2,1:23.80,4.8,
ST_2008-1-1_6,7,13.0,CHINSOLA (CD328),H W Lai,L Ho,113,1001,10,1:23.90,82.0,
ST_2008-1-1_6,8,10.0,KENOBE (CH222),O Doleuze,A Schutz,123,1064,5,1:23.90,10.0,
ST_2008-1-1_6,9,3.0,OPERA MAGIC (CB404),C W Wong,C H Yip,121,1169,11,1:24.00,86.0,
ST_2008-1-1_6,10,4.0,MASTER DREAMER (CE293),P H Lo,T K Ng,118,1058,8,1:24.20,99.0,
ST_2008-1-1_6,11,2.0,SPINMASTER (CH188),D Whyte,J Size,129,1097,7,1:24.30,25.0,
ST_2008-1-1_6,12,5.0,THAT'S IT (CE223),Z Purton,T W Leung,125,1158,4,1:24.40,60.0,
ST_2008-1-1_6,13,8.0,A MIRROR (CH011),F Coetzee,D Cruz,123,1174,13,1:24.40,72.0,
ST_2008-1-1_6,14,11.0,KEEP SMILING (CH200),D Beadman,J Moore,119,1182,9,1:25.00,76.0,
ST_2008-1-1_7,1,2.0,NEVER LOOK BACK (CJ043),B Prebble,P O'Sullivan,131,1103,5,1:34.70,3.5,
ST_2008-1-1_7,2,8.0,NATURAL NINE (CG087),S Dye,C Fownes,120,1197,3,1:34.70,52.0,
ST_2008-1-1_7,3,9.0,PRIME SCORE (CG280),C K Tong,D J Hall,114,1183,7,1:34.70,9.5,
ST_2008-1-1_7,4,7.0,HORACE'S CHOICE (CH169),C Soumillon,C Fownes,120,1142,4,1:34.80,5.1,
ST_2008-1-1_7,5,4.0,JOY AND FUN (CH014),F Coetzee,D Cruz,125,1131,13,1:34.90,4.6,
ST_2008-1-1_7,6,14.0,CARRIZO CREEK (CE132),D Beadman,J Moore,117,1074,1,1:35.00,7.2,
ST_2008-1-1_7,7,3.0,IMPERIAL APPLAUSE (CG209),E Saint-Martin,P O'Sullivan,127,1043,11,1:35.10,38.0,
ST_2008-1-1_7,8,5.0,GO JOHNNY GO (CG290),H W Lai,P F Yiu,120,1060,10,1:35.20,23.0,
ST_2008-1-1_7,9,13.0,CALIFORNIA BISHOP (CD351),K L Chui,A S Cruz,110,1144,9,1:35.30,99.0,
ST_2008-1-1_7,10,1.0,GOODY (CD239),G Boss,D E Ferraris,131,1062,14,1:35.30,45.0,
ST_2008-1-1_7,11,12.0,STOLEN THUNDER (CJ003),Z Purton,C W Chang,118,1167,6,1:35.50,11.0,
ST_2008-1-1_7,12,6.0,RICE FIELD (CE134),C W Wong,J Moore,118,1101,8,1:35.70,46.0,
ST_2008-1-1_7,13,11.0,CONGRATS (CG298),D Whyte,C H Yip,118,1087,12,1:35.70,24.0,
ST_2008-1-1_7,14,10.0,SICHUAN HERO (CJ044),O Doleuze,P O'Sullivan,120,1104,2,1:36.80,99.0,
ST_2008-1-1_8,1,7.0,CRUSADER OF GOLD (CE188),F Coetzee,D E Ferraris,123,1076,12,2:03.60,8.6,
ST_2008-1-1_8,2,10.0,SOUTH BREEZE (CG241),G Mosse,A Lee,121,1234,5,2:03.70,6.0,
ST_2008-1-1_8,3,6.0,SIR GALAHAD (CG272),S Dye,P O'Sullivan,124,998,7,2:03.90,7.4,
ST_2008-1-1_8,4,4.0,LU YUE (CH278),B Prebble,C H Yip,124,1193,9,2:03.90,11.0,
ST_2008-1-1_8,5,1.0,SOCRATES (CD336),G Boss,C Fownes,129,1161,11,2:03.90,28.0,
ST_2008-1-1_8,6,12.0,EYE WITNESS (CG027),K L Chui,A S Cruz,112,1065,4,2:04.00,14.0,
ST_2008-1-1_8,7,9.0,MEDICO (CH075),D Beadman,J Moore,121,1086,2,2:04.10,3.7,
ST_2008-1-1_8,8,5.0,MAN IN THE MIRROR (CH058),D Whyte,J Size,124,1133,10,2:04.10,7.5,
ST_2008-1-1_8,9,3.0,FANTASTIC DANCER (CJ001),M Nunes,S Woods,124,1103,6,2:04.20,99.0,
ST_2008-1-1_8,10,11.0,FASHFIELD (CH307),C K Tong,Y O Wong,115,1214,8,2:04.30,99.0,
ST_2008-1-1_8,11,8.0,YANKEE (CH271),C Soumillon,C Fownes,122,1151,1,2:04.40,5.9,
ST_2008-1-1_8,12,2.0,NORTHERNER (CD293),M W Leung,S Woods,122,990,3,2:04.90,53.0,
ST_2008-1-1_9,1,11.0,CRAIG'S DRAGON (CH131),D Beadman,J Moore,118,1206,12,1:10.00,3.5,
ST_2008-1-1_9,2,4.0,KINGIFLY (CG020),G Boss,P F Yiu,125,1138,4,1:10.00,7.5,
ST_2008-1-1_9,3,9.0,KING PRAWN SUPREME (CJ076),D Whyte,J Size,118,1198,13,1:10.10,10,
ST_2008-1-1_9,4,2.0,GALEN WIN (CJ065),B Prebble,D J Hall,133,1086,6,1:10.10,7.3,
ST_2008-1-1_9,5,13.0,BEAUTY PLUS (CC213),M Nunes,K W Lui,116,1024,9,1:10.20,45,
ST_2008-1-1_9,6,3.0,FEVER PITCH (CH326),C Soumillon,C Fownes,131,1055,2,1:10.20,4,
ST_2008-1-1_9,7,5.0,COUNTRY MAGIC (CH069),K L Chui,A S Cruz,119,1065,5,1:10.30,5.8,
ST_2008-1-1_9,8,1.0,MAINLAND SHUTTLE (CG315),G Mosse,A Lee,126,1131,8,1:10.70,21,
ST_2008-1-1_9,9,7.0,GILDED FLIGHT (CH294),F Coetzee,Y O Wong,119,971,11,1:10.80,25,
ST_2008-1-1_9,10,14.0,KINGSTON WINNER (CC024),W M Lai,T K Ng,112,1069,10,1:10.80,99,
ST_2008-1-1_9,11,8.0,NEW CHAPTER (CH314),O Doleuze,P O'Sullivan,120,1153,1,1:11.30,75,
ST_2008-1-1_9,12,10.0,BLUE SAINT (CJ080),H W Lai,L Ho,114,1062,7,1:12.90,99,
ST_2008-1-1_9,13,6.0,MIRACLE FORTUNE (CH292),C K Tong,Y S Tsui,118,1043,3,1:13.80,99,
ST_2008-1-1_9,WV,12.0,DRAGON AND GOLD (CD244),C W Wong,C H Yip,112,---,---,---,---,
ST_2008-1-1_9,WX,,ALWAYS GIGGLE (CG086),G Mosse,C W Chang,133,---,---,---,---,
ST_2008-1-20_1,1,9.0,TERRIFIC BRETHREN (CH298),K L Chui,A S Cruz,116,1160,10,1:09.60,5.3,
ST_2008-1-20_1,2,7.0,TOWKAY FLYER (CJ036),G Mosse,A Lee,122,1060,4,1:09.70,7.1,
ST_2008-1-20_1,3,12.0,MOONGLOW (CG008),D Beadman,K L Man,119,1096,12,1:09.70,14,
ST_2008-1-20_1,4,3.0,CHINA LUJIA (CJ088),B Prebble,P O'Sullivan,123,1097,1,1:09.90,3.5,
ST_2008-1-20_1,5,1.0,RAINBOW OASIS (CH165),D Whyte,Y S Tsui,129,1166,13,1:10.00,6.3,
ST_2008-1-20_1,6,10.0,AMAZING VENTURE (CJ039),F Coetzee,D E Ferraris,120,1028,9,1:10.00,37,
ST_2008-1-20_1,7,4.0,LUCKY RED (CJ059),W M Lai,T K Ng,121,1104,8,1:10.20,10,
ST_2008-1-20_1,8,11.0,FLYING KENNY (CC244),M W Leung,T W Leung,115,1135,5,1:10.30,10,
ST_2008-1-20_1,9,2.0,SUPER MUSIC (CG248),O Doleuze,A Schutz,128,1221,2,1:10.40,21,
ST_2008-1-20_1,10,14.0,SILLY BOY (CC094),M Nunes,A T Millard,114,1213,3,1:10.50,22,
ST_2008-1-20_1,11,6.0,TREMENDOUS PLUS (CG275),S K Sit,C W Chang,121,1135,7,1:10.80,31,
ST_2008-1-20_1,12,5.0,PERFECT MATCH (CJ072),A Delpech,J Size,123,1081,11,1:10.90,43,
ST_2008-1-20_1,13,8.0,HORSE POWER (CH079),C W Wong,Y O Wong,116,945,6,1:11.00,99,
ST_2008-1-20_1,WV,13.0,SOU MA TAM (CH253),G Boss,C Fownes,116,---,---,---,---,
ST_2008-1-20_10,1,5.0,LU YUE (CH278),B Prebble,C H Yip,121,1197,5,1:47.30,7.8,
ST_2008-1-20_10,2,8.0,WIN PRACTITIONER (CG180),F Coetzee,C Fownes,120,1088,8,1:47.40,5.6,
ST_2008-1-20_10,3,13.0,SINGING DINERS (CH063),D Whyte,C S Shum,117,1180,4,1:47.60,5.9,
ST_2008-1-20_10,4,7.0,SOUTH BREEZE (CG241),E Saint-Martin,A Lee,120,1242,10,1:47.70,11.0,
ST_2008-1-20_10,5,6.0,MAN IN THE MIRROR (CH058),A Delpech,J Size,121,1148,6,1:47.80,57.0,
ST_2008-1-20_10,6,2.0,CRUSADER OF GOLD (CE188),C Soumillon,D E Ferraris,126,1067,12,1:47.80,8.0,
ST_2008-1-20_10,7,1.0,JOY AND FUN (CH014),O Doleuze,D Cruz,130,1132,2,1:48.00,4.3,
ST_2008-1-20_10,8,9.0,FANTASTIC DANCER (CJ001),M Nunes,S Woods,119,1113,11,1:48.00,79.0,
ST_2008-1-20_10,9,11.0,DASH AHEAD (CD199),H W Lai,L Ho,114,1074,3,1:48.10,30.0,
ST_2008-1-20_10,10,12.0,SAFETY FIRST (CG161),G Boss,P F Yiu,117,1070,7,1:48.30,13.0,
ST_2008-1-20_10,11,10.0,MEDICO (CH075),D Beadman,J Moore,119,1090,9,1:48.40,19.0,
ST_2008-1-20_10,12,4.0,UPSIDE OF ANGER (CH317),Z Purton,P O'Sullivan,123,1158,14,1:49.70,99.0,
ST_2008-1-20_10,13,14.0,FASHFIELD (CH307),C W Wong,Y O Wong,110,1222,13,1:49.90,99.0,
ST_2008-1-20_10,14,3.0,FLYING TAMARI (CG151),G Mosse,A Lee,126,1096,1,1:50.00,10.0,
ST_2008-1-20_2,1,9.0,FULL OF JOY (CG293),H W Lai,A Lee,110,1073,1,1:34.40,5.4,
ST_2008-1-20_2,2,7.0,BULLISH CASH (CH049),K L Chui,A S Cruz,115,1048,8,1:34.40,4.9,
ST_2008-1-20_2,3,5.0,HAIL THE STORM (CE125),O Doleuze,C Fownes,122,1123,3,1:34.40,22,
ST_2008-1-20_2,4,8.0,FELLOWSHIP (CG292),G Boss,P O'Sullivan,116,1147,2,1:34.40,3.9,
ST_2008-1-20_2,5,3.0,SUNNY KING (CH105),D Beadman,J Moore,127,1190,6,1:34.40,2.5,
ST_2008-1-20_2,6,6.0,AGILITY (CC361),G Mosse,S Woods,121,1103,4,1:34.60,57,
ST_2008-1-20_2,7,4.0,SILVER SUN (CE126),C Soumillon,C H Yip,123,1150,5,1:34.60,14,
ST_2008-1-20_2,8,1.0,TIBER (CD155),E Saint-Martin,J Moore,131,1127,7,1:35.10,25,
ST_2008-1-20_2,WV,2.0,EXCELLENT BOY (CE238),D Whyte,C Fownes,128,---,---,---,---,
ST_2008-1-20_3,1,1.0,ONE WORLD (CH133),D Beadman,J Moore,131,1091,1,1:09.60,5.8,
ST_2008-1-20_3,2,7.0,MY HOME TOWN (CH331),D Whyte,J Size,121,1094,6,1:09.50,2.3,
ST_2008-1-20_3,3,8.0,SOLAR ENERGY (CJ105),S K Sit,C W Chang,118,1076,2,1:09.60,99.0,
ST_2008-1-20_3,4,5.0,DOUBLE LUCK (CH239),C Soumillon,K L Man,128,1040,10,1:09.70,7.2,
ST_2008-1-20_3,5,12.0,LIFELINE PEGASUS (CH067),A Delpech,A T Millard,114,1193,4,1:09.90,4.2,
ST_2008-1-20_3,6,3.0,SHANGDONG GENERAL (CH077),B Prebble,Y S Tsui,129,1118,11,1:10.20,34.0,
ST_2008-1-20_3,7,11.0,WHISKY POWER (CH291),F Coetzee,C W Chang,118,1103,12,1:10.30,23.0,
ST_2008-1-20_3,8,10.0,NEW CHAPTER (CH314),O Doleuze,P O'Sullivan,119,1142,8,1:10.30,99.0,
ST_2008-1-20_3,9,9.0,STAREILLY (CJ083),K L Chui,A S Cruz,114,1195,3,1:10.80,30.0,
ST_2008-1-20_3,10,4.0,BOOMING CITY (CE325),K T Yeung,A Lee,121,1198,5,1:10.90,13.0,
ST_2008-1-20_3,11,6.0,BELONG TO CASA (CJ064),G Mosse,A S Cruz,123,1182,7,1:11.90,31.0,
ST_2008-1-20_3,12,2.0,WIN-A-LOT (CJ124),Z Purton,S Woods,130,1042,9,1:11.90,99.0,
ST_2008-1-20_4,1,7.0,SPECIAL DRAGON (CH325),K L Chui,A S Cruz,120,1105,13,1:35.50,5.0,
ST_2008-1-20_4,2,2.0,JAMESINA (CH290),C Soumillon,D E Ferraris,129,1076,10,1:35.60,6.2,
ST_2008-1-20_4,3,11.0,CRUSH ON YOU (CH065),B Prebble,D J Hall,119,1095,11,1:35.70,20.0,
ST_2008-1-20_4,4,5.0,ROMANTIC GREEN (CG123),O Doleuze,C Fownes,126,1052,7,1:36.00,27.0,
ST_2008-1-20_4,5,1.0,BOLD CHAMPION (CG127),G Mosse,P F Yiu,130,1033,8,1:36.00,12.0,
ST_2008-1-20_4,6,4.0,FOREST FOUNTAIN (CJ047),D Whyte,C H Yip,128,998,1,1:36.20,3.6,
ST_2008-1-20_4,7,10.0,SOUND OF SILENCE (CD136),Z Purton,K L Man,123,1087,3,1:36.20,37.0,
ST_2008-1-20_4,8,14.0,CHINSOLA (CD328),H W Lai,L Ho,112,986,12,1:36.30,53.0,
ST_2008-1-20_4,9,6.0,AMAZING FORTUNE (CH235),M Nunes,K W Lui,125,1086,14,1:36.30,8.0,
ST_2008-1-20_4,10,12.0,CELESTIAL WONDER (CG046),D Beadman,A Schutz,118,1007,4,1:36.40,19.0,
ST_2008-1-20_4,11,3.0,MY FAITH (CH054),G Boss,D Cruz,129,1042,5,1:36.50,45.0,
ST_2008-1-20_4,12,13.0,BULB TREASURE (CH048),W M Lai,T K Ng,113,1055,2,1:36.50,99.0,
ST_2008-1-20_4,13,8.0,DECENT FELLOW (CH021),F Coetzee,B K Ng,124,1011,9,1:36.50,9.1,
ST_2008-1-20_4,14,9.0,MYTHIC STEED (CD208),P H Lo,C W Chang,116,996,6,1:36.60,20.0,
ST_2008-1-20_5,1,2.0,SANZIRO (CE208),G Boss,C Fownes,130,1165,14,1:09.50,34.0,
ST_2008-1-20_5,2,12.0,LUCKY HERO (CH135),Z Purton,J Moore,117,1099,7,1:09.60,2.5,
ST_2008-1-20_5,3,3.0,COUNTRY MUSIC (CD035),K L Chui,A S Cruz,124,1240,4,1:09.60,28.0,
ST_2008-1-20_5,4,8.0,MAVERICK STAR (CE279),F Coetzee,C H Yip,119,1159,9,1:09.60,15.0,
ST_2008-1-20_5,5,4.0,TCHAIKOVSKY (CE030),B Prebble,D J Hall,125,1143,3,1:09.70,5.7,
ST_2008-1-20_5,6,6.0,ULTRA FANTASY (CG311),M Nunes,D E Ferraris,122,1216,5,1:09.70,23.0,
ST_2008-1-20_5,7,9.0,ELEGANT WIN (CG297),O Doleuze,P O'Sullivan,119,1145,10,1:09.80,6.9,
ST_2008-1-20_5,8,1.0,KING ENCOSTA (CG247),E Saint-Martin,A S Cruz,133,1219,12,1:09.90,18.0,
ST_2008-1-20_5,9,11.0,LUCKY WINNER (CE124),A Delpech,A Schutz,116,1130,1,1:09.90,38.0,
ST_2008-1-20_5,10,10.0,MASTER POWER (CG318),D Beadman,J Moore,118,1084,6,1:10.20,35.0,
ST_2008-1-20_5,11,5.0,DEFERENTIAL (CH328),D Whyte,C Fownes,124,1083,8,1:10.30,5.9,
ST_2008-1-20_5,12,13.0,BULB KING (CD303),S K Sit,T K Ng,112,1120,11,1:10.50,99.0,
ST_2008-1-20_5,13,7.0,DOWN THE WICKET (CH059),G Mosse,A Lee,121,1107,2,1:11.20,32.0,
ST_2008-1-20_5,14,14.0,SUGAR ON TOP (CG274),W M Lai,T K Ng,111,1083,13,1:11.90,99.0,
ST_2008-1-20_6,1,7.0,AMAZING CHOISIR (CH189),C Soumillon,C Fownes,126,1052,1,1:22.60,2.8,
ST_2008-1-20_6,2,2.0,MASCOT FORTUNE (CH221),B Prebble,K L Man,133,1081,6,1:22.70,3.7,
ST_2008-1-20_6,3,9.0,NATURAL FATCHOY (CG282),K L Chui,A S Cruz,120,1082,9,1:22.70,7.9,
ST_2008-1-20_6,4,11.0,KENOBE (CH222),O Doleuze,A Schutz,122,1058,4,1:22.80,18.0,
ST_2008-1-20_6,5,14.0,KING OF SPADES (CC056),W M Lai,T K Ng,111,1047,11,1:23.10,51.0,
ST_2008-1-20_6,6,12.0,EXPEDITIOUS (CE136),F Coetzee,B K Ng,119,1103,2,1:23.10,24.0,
ST_2008-1-20_6,7,4.0,REAL SURPRISE (CE301),M Nunes,Y O Wong,131,1127,10,1:23.20,83.0,
ST_2008-1-20_6,8,8.0,FIRST KNIGHT (CB357),M W Leung,S Woods,121,1217,5,1:23.30,33.0,
ST_2008-1-20_6,9,1.0,BAJAN BELL (CG142),D Whyte,J Size,133,1160,13,1:23.40,26.0,
ST_2008-1-20_6,10,5.0,ANIMATION (CJ035),E Saint-Martin,C S Shum,128,1045,7,1:23.40,5.8,
ST_2008-1-20_6,11,6.0,TYCOON TAYLOR (CH288),A Delpech,Y S Tsui,128,1023,12,1:23.50,57.0,
ST_2008-1-20_6,12,10.0,OPERA MAGIC (CB404),C W Wong,C H Yip,120,1196,8,1:23.60,86.0,
ST_2008-1-20_6,13,3.0,SAVUTE (CE326),H W Lai,L Ho,130,1099,3,1:23.90,18.0,
ST_2008-1-20_6,14,13.0,GALAXY DANCER (CH179),S K Sit,K W Lui,113,1179,14,0:00.00,54.0,
ST_2008-1-20_7,1,5.0,HELENE MASCOT (CJ164),F Coetzee,A S Cruz,126,1203,3,1:34.30,11.0,
ST_2008-1-20_7,2,9.0,HORACE'S CHOICE (CH169),G Boss,C Fownes,126,1141,10,1:34.40,24.0,
ST_2008-1-20_7,3,8.0,FEARLESS (CH301),D Whyte,D E Ferraris,126,1123,1,1:34.60,10.0,
ST_2008-1-20_7,4,1.0,GREEN BIRDIE (CH245),O Doleuze,C Fownes,126,1080,13,1:34.60,7.8,
ST_2008-1-20_7,5,4.0,HIGH POINT (CH215),G Mosse,C S Shum,126,1109,11,1:34.80,14.0,
ST_2008-1-20_7,6,12.0,JACKPOT DELIGHT (CJ101),D Beadman,C Fownes,126,1181,7,1:34.90,11.0,
ST_2008-1-20_7,7,11.0,ISLAND SUPER (CH297),E Saint-Martin,C S Shum,126,1051,2,1:35.00,18.0,
ST_2008-1-20_7,8,10.0,EXPRESS WIN (CJ042),M Nunes,C H Yip,126,1124,9,1:35.10,99.0,
ST_2008-1-20_7,9,2.0,NEVER LOOK BACK (CJ043),B Prebble,P O'Sullivan,126,1122,6,1:35.20,2.1,
ST_2008-1-20_7,10,13.0,STOLEN THUNDER (CJ003),Z Purton,C W Chang,126,1156,4,1:35.20,62.0,
ST_2008-1-20_7,11 DH,3.0,AMBITIOUS GENERAL (CJ066),A Delpech,D J Hall,126,1116,8,1:35.30,55.0,
ST_2008-1-20_7,11 DH,7.0,VISIONARIO (CJ095),C Soumillon,S Woods,126,1051,5,1:35.30,25.0,
ST_2008-1-20_7,13,6.0,LUCKYME (CH012),K L Chui,A S Cruz,126,1115,12,1:35.40,10.0,
ST_2008-1-20_8,1,2.0,GOOD BA BA (CE201),O Doleuze,A Schutz,126,1102,4,1:34.30,3.3,
ST_2008-1-20_8,2,4.0,FLORAL PEGASUS (CG011),G Mosse,A S Cruz,126,1228,2,1:34.50,5.1,
ST_2008-1-20_8,3,1.0,VIVA PATACA (CG096),D Beadman,J Moore,126,1125,7,1:34.70,1.9,
ST_2008-1-20_8,4,3.0,DOWN TOWN (CG054),D Whyte,C H Yip,126,1126,6,1:34.80,9.4,
ST_2008-1-20_8,5,6.0,ABLE ONE (CG108),G Boss,J Moore,126,1155,1,1:34.90,41,
ST_2008-1-20_8,6,10.0,ROYAL PRINCE (CH072),B Prebble,A S Cruz,126,1204,5,1:34.90,30,
ST_2008-1-20_8,7,8.0,VIVA MACAU (CH110),Z Purton,J Moore,126,1164,3,1:35.20,64,
ST_2008-1-20_8,8,9.0,ART TRADER (CE131),E Saint-Martin,J Moore,126,1079,8,1:36.00,67,
ST_2008-1-20_8,WV,5.0,JOYFUL WINNER (CE045),C Soumillon,J Moore,126,---,---,---,---,
ST_2008-1-20_8,WV,7.0,SIR ERNESTO (CG051),A Delpech,D Cruz,126,---,---,---,---,
ST_2008-1-20_9,1,13.0,LUCKY MONEY (CE159),M W Leung,T W Leung,111,1085,13,1:35.10,53.0,
ST_2008-1-20_9,2,11.0,LIVERBIRD (CE055),G Boss,C S Shum,117,1139,6,1:35.20,40.0,
ST_2008-1-20_9,3,1.0,BOLD WIN (CE282),K L Chui,D J Hall,127,1074,10,1:35.20,25.0,
ST_2008-1-20_9,4,9.0,HAPPY MASTER (CE050),O Doleuze,K L Man,119,1060,3,1:35.30,15.0,
ST_2008-1-20_9,5,10.0,INDUSTRIAL SUCCESS (CC317),C W Wong,C H Yip,112,1091,2,1:35.40,98.0,
ST_2008-1-20_9,6,4.0,HOLD HANDS (CH116),B Prebble,C Fownes,129,1040,9,1:35.50,10.0,
ST_2008-1-20_9,7,5.0,SPECIAL DAYS (CH236),D Whyte,J Size,126,1181,4,1:35.50,1.7,
ST_2008-1-20_9,8,8.0,BODACIOUS (CD170),S K Sit,D J Hall,116,1054,12,1:35.60,99.0,
ST_2008-1-20_9,9,3.0,EIGHT PLUS NINE (CH259),K T Yeung,A Lee,122,1110,11,1:35.60,11.0,
ST_2008-1-20_9,10,12.0,PACHINKO (CH208),F Coetzee,D E Ferraris,117,1155,8,1:35.60,7.9,
ST_2008-1-20_9,11,2.0,MUTUAL FUN (CH098),D Beadman,J Moore,130,1114,1,1:35.70,8.2,
ST_2008-1-20_9,12,14.0,WONG'S SUCCESS (CE107),H W Lai,K W Lui,112,1090,5,1:35.80,99.0,
ST_2008-1-20_9,13,7.0,EQUATOR KID (CC134),P H Lo,Y S Tsui,112,1143,14,1:36.30,99.0,
ST_2008-1-20_9,14,6.0,SUPER BABY (CH227),A Delpech,D Cruz,122,1096,7,1:37.00,60.0,
ST_2008-1-27_1,1,1.0,SUPREMACY (CD315),C Soumillon,D E Ferraris,129,1094,7,1:10.90,2.3,
ST_2008-1-27_1,2,11.0,GREAT HERO (CH016),K T Yeung,K L Man,110,1117,12,1:11.10,17.0,
ST_2008-1-27_1,3,6.0,WILD ACE (CH009),G Boss,C H Yip,121,1178,3,1:11.20,17.0,
ST_2008-1-27_1,4,10.0,TATTENHALL DELIGHT (CG068),M Nunes,T W Leung,117,1093,11,1:11.20,9.6,
ST_2008-1-27_1,5,5.0,JADE DANCER (CE170),E Saint-Martin,D J Hall,121,1174,5,1:11.40,7.1,
ST_2008-1-27_1,6,9.0,CALIFORNIA HEART (CE078),K L Chui,A S Cruz,112,1132,9,1:11.50,12.0,
ST_2008-1-27_1,7,4.0,DIVINE TOUCH (CG291),G Mosse,A Lee,124,1126,2,1:12.00,6.8,
ST_2008-1-27_1,8,7.0,GOOD TRIO (CD029),O Doleuze,Y S Tsui,120,1133,4,1:12.10,9.7,
ST_2008-1-27_1,9,8.0,GRAND GENERAL (CJ113),Z Purton,B K Ng,119,1113,8,1:12.50,29.0,
ST_2008-1-27_1,10,2.0,JUST RIGHT (CH300),W M Lai,T K Ng,125,1120,6,1:12.60,82.0,
ST_2008-1-27_1,11,12.0,MOUNT SURPLUS (CH122),H W Lai,K W Lui,112,908,10,1:12.80,99.0,
ST_2008-1-27_1,12,3.0,REDHILL COMMANDER (CH078),B Prebble,P O'Sullivan,126,1281,1,1:13.40,27.0,
ST_2008-1-27_10,1,1.0,GALEN WIN (CJ065),B Prebble,D J Hall,133,1084,9,1:22.30,5.3,
ST_2008-1-27_10,2,3.0,CONGRATULATION (CH032),F Coetzee,J Size,127,1130,1,1:22.40,4.3,
ST_2008-1-27_10,3,7.0,SUPER CHARGE (CC299),G Mosse,A Lee,121,1196,7,1:22.50,20.0,
ST_2008-1-27_10,4,10.0,SPARKLING STAR (CD055),H W Lai,Y S Tsui,114,1141,10,1:22.60,11.0,
ST_2008-1-27_10,5,2.0,BULLISH WIN (CH197),C Soumillon,A S Cruz,131,1137,12,1:22.60,5.9,
ST_2008-1-27_10,6,12.0,SUPER GENKI (CH195),K L Chui,A S Cruz,111,1159,3,1:22.80,3.4,
ST_2008-1-27_10,7,11.0,AMBITIOUS OWNER (CJ106),G Boss,C S Shum,117,1008,6,1:23.00,79.0,
ST_2008-1-27_10,8,5.0,SUPER SNIPPETS (CG217),O Doleuze,P O'Sullivan,124,1111,13,1:23.00,9.9,
ST_2008-1-27_10,9,4.0,TOP TOP LIGHT (CG182),Z Purton,C Fownes,127,1173,4,1:23.10,33.0,
ST_2008-1-27_10,10,8.0,EVERGREEN (CE106),W M Lai,C H Yip,117,1207,11,1:23.30,99.0,
ST_2008-1-27_10,11,6.0,CONFUCIUS CLASSIC (CJ141),E Saint-Martin,S Woods,123,1045,5,1:23.90,99.0,
ST_2008-1-27_10,12,13.0,LADY FIRST (CJ067),P H Lo,T W Leung,109,1053,2,1:24.00,99.0,
ST_2008-1-27_10,13,9.0,KING OF TURF (CJ102),D Beadman,A Lee,120,1056,8,1:24.00,38.0,
ST_2008-1-27_2,1,2.0,GOLDEN BALL (CH128),O Doleuze,C W Chang,129,1118,1,1:41.30,13.0,
ST_2008-1-27_2,2,4.0,SUPREME GOLD (CH205),C Soumillon,K L Man,128,1053,3,1:41.40,5.2,
ST_2008-1-27_2,3,7.0,JUGGERNAUT (CJ019),M Nunes,S Woods,119,1200,9,1:41.70,12.0,
ST_2008-1-27_2,4,8.0,SPRING SMILES (CG269),B Prebble,P O'Sullivan,118,1009,5,1:41.80,2.4,
ST_2008-1-27_2,5,3.0,JOY TRUMPS (CD242),D Beadman,Y O Wong,128,1110,4,1:42.10,7.5,
ST_2008-1-27_2,6,9.0,CITY SURFER (CG129),P H Lo,C H Yip,110,1031,11,1:42.20,64.0,
ST_2008-1-27_2,7,12.0,DRAGON STRIDE (CC370),W M Lai,T K Ng,111,1149,8,1:42.30,14.0,
ST_2008-1-27_2,8,5.0,GALLANT KNIGHT (CC189),G Mosse,A T Millard,124,1063,10,1:42.40,11.0,
ST_2008-1-27_2,9,10.0,SHINING DAY (CE163),K L Chui,A S Cruz,112,1176,2,1:42.40,15.0,
ST_2008-1-27_2,10,11.0,SUPREME DRAGON (CH161),G Boss,C W Chang,117,1190,6,1:42.50,25.0,
ST_2008-1-27_2,11,6.0,BRAVO HORSE (CH312),H W Lai,T W Leung,119,1036,12,1:42.50,42.0,
ST_2008-1-27_2,12,1.0,DOUBLE PLEASURE (CD069),F Coetzee,D E Ferraris,131,1092,7,1:42.70,60.0,
ST_2008-1-27_3,1,2.0,WINNING FELLOWSHIP (CG146),E Saint-Martin,C S Shum,128,1193,11,1:22.30,6.4,
ST_2008-1-27_3,2,6.0,MAGIC SWEEP (CH299),B Prebble,D E Ferraris,121,1079,9,1:22.40,17.0,
