day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds,Running Position
HV_2008-1-16_1,1,5.0,DIAMOND SUPREME (CH265),G Mosse,A T Millard,123,1070,10,0:57.50,5.3,
HV_2008-1-16_1,2,1.0,CHINA HERO (CH040),A Delpech,Y S Tsui,129,1118,1,0:57.70,5.0,
HV_2008-1-16_1,3,3.0,GAUCHO (CE033),D Whyte,D E Ferraris,126,1177,3,0:57.80,11.0,
HV_2008-1-16_1,4,2.0,CHOICE AND CHANCE (CA381),M W Leung,T W Leung,121,1090,8,0:57.90,19.0,
HV_2008-1-16_1,5,9.0,OCEAN WIDE (CJ132),D Beadman,C Fownes,122,1064,6,0:58.00,4.7,
HV_2008-1-16_1,6,10.0,EXPLODING (CH046),F Coetzee,B K Ng,118,1092,4,0:58.10,3.8,
HV_2008-1-16_1,7,6.0,ACTUARIAL TALENT (CJ028),E Saint-Martin,C S Shum,122,1038,5,0:58.40,9.9,
HV_2008-1-16_1,8,7.0,GRAND GENERAL (CJ113),Z Purton,B K Ng,122,1117,9,0:58.70,37.0,
HV_2008-1-16_1,9,4.0,HAPPY SUNDAY (CE169),K T Yeung,A Lee,118,1112,2,0:58.80,14.0,
HV_2008-1-16_1,10,8.0,MR WUNDERBAR (CJ068),M Nunes,K W Lui,122,1094,7,0:59.40,61.0,
HV_2008-1-16_2,1,2.0,POS TRUMPS (CH295),D Whyte,P O'Sullivan,132,1105,3,1:10.80,3.9,
HV_2008-1-16_2,2,4.0,ASIAN CITRUS (CH246),O Doleuze,D E Ferraris,128,1098,5,1:10.80,8.6,
HV_2008-1-16_2,3,5.0,DIVINE TOUCH (CG291),G Mosse,A Lee,128,1140,4,1:11.10,8.4,
HV_2008-1-16_2,4,9.0,ACTIVE VALOUR (CG045),F Coetzee,B K Ng,119,1040,2,1:11.20,4,
HV_2008-1-16_2,5,8.0,TATTENHALL DELIGHT (CG068),Z Purton,T W Leung,121,1094,10,1:11.20,27,
HV_2008-1-16_2,6,12.0,SOU MA TAM (CH253),G Boss,C Fownes,117,1184,9,1:11.30,60,
HV_2008-1-16_2,7,1.0,FRIENDSHIP (CE066),K T Yeung,C S Shum,125,1033,1,1:11.30,4.1,
HV_2008-1-16_2,8,3.0,THUNDER VALLEY (CG074),K L Chui,D J Hall,124,1081,11,1:11.40,17,
HV_2008-1-16_2,9,6.0,OCTAGONAL CANYON (CJ055),A Delpech,J Size,124,1048,6,1:11.60,24,
HV_2008-1-16_2,10,11.0,MAINLAND MASTER (CG044),M Nunes,A Schutz,115,1014,8,1:12.00,25,
HV_2008-1-16_2,11,10.0,GENERAL KINGY (CB039),S K Sit,Y S Tsui,115,1212,12,1:12.30,50,
HV_2008-1-16_2,12,7.0,TERTIARY CHAMPION (CJ007),H W Lai,Y O Wong,121,1062,7,0:00.00,74,
HV_2008-1-16_2,WV,,LEADER (CG012),C W Wong,C H Yip,108,---,---,---,---,
HV_2008-1-16_3,1,10.0,MY LUCK (CE256),K L Chui,D J Hall,108,1157,4,1:40.40,6.5,
HV_2008-1-16_3,2,1.0,OPERATION SECRET (CH081),O Doleuze,D Cruz,132,1032,2,1:40.60,9.3,
HV_2008-1-16_3,3,7.0,CLASSA SUPREME (CG261),H W Lai,L Ho,118,1061,10,1:40.70,20.0,
HV_2008-1-16_3,4,5.0,MULTI MILLIONS (CD207),G Mosse,K L Man,122,1126,1,1:40.80,19.0,
HV_2008-1-16_3,5,4.0,DR POSSI (CE288),C W Wong,C H Yip,121,1179,6,1:40.80,30.0,
HV_2008-1-16_3,6,8.0,VIVA FIGHTER (CG307),F Coetzee,C Fownes,119,1142,8,1:40.80,7.5,
HV_2008-1-16_3,7,9.0,I'M NO SQUARE (CG078),G Boss,C Fownes,116,1136,9,1:41.20,13.0,
HV_2008-1-16_3,8,3.0,PROPELLOR (CE263),Z Purton,T W Leung,127,1071,5,1:41.20,15.0,
HV_2008-1-16_3,9,6.0,PERSEVERANCE (CD243),B Prebble,A S Cruz,122,1090,7,1:41.30,3.1,
HV_2008-1-16_3,10,2.0,WINNING SPEED (CH322),D Whyte,P O'Sullivan,128,1108,3,1:41.50,4.4,
HV_2008-1-16_4,1,3.0,MEGA BULLET (CH192),D Beadman,C Fownes,130,1056,9,1:41.80,7.3,
HV_2008-1-16_4,2,10.0,SPARKLE (CB406),D Whyte,L Ho,121,1153,12,1:41.80,12.0,
HV_2008-1-16_4,3,11.0,FRAMES DEPOT (CG118),E Saint-Martin,T K Ng,120,1069,11,1:41.90,12.0,
HV_2008-1-16_4,4,7.0,PILLOW KING (CE291),O Doleuze,A Schutz,126,1067,3,1:41.90,3.7,
HV_2008-1-16_4,5,9.0,SUPER POWER (CH117),F Coetzee,C W Chang,124,1077,1,1:41.90,8.6,
HV_2008-1-16_4,6,2.0,REWARDING STAR (CG234),K L Chui,J Moore,126,1067,4,1:42.10,4.1,
HV_2008-1-16_4,7,8.0,TELECOM TYCOON (CC039),A Delpech,D Cruz,126,1127,2,1:42.30,14.0,
HV_2008-1-16_4,8,5.0,TABBRIS (CB088),K T Yeung,A Lee,123,1201,5,1:42.70,18.0,
HV_2008-1-16_4,9,4.0,PACIFIC ALLIANCE (CC230),G Mosse,S Woods,130,1125,7,1:42.80,16.0,
HV_2008-1-16_4,10,12.0,MUTUAL GAIN (CE275),M W Leung,T W Leung,111,1082,10,1:43.30,24.0,
HV_2008-1-16_4,11,1.0,DASHING FLAIR (CE330),C W Wong,B K Ng,126,1109,8,1:43.80,31.0,
HV_2008-1-16_4,12,6.0,SIR OCTAVIUS (CB427),G Boss,P F Yiu,127,1103,6,1:44.50,35.0,
HV_2008-1-16_5,1,6.0,SWEET BABY (CG294),G Boss,P F Yiu,123,1052,4,1:51.40,5.1,
HV_2008-1-16_5,2,2.0,CHEERFUL HEART (CC206),O Doleuze,D E Ferraris,127,1128,3,1:51.60,14.0,
HV_2008-1-16_5,3,4.0,VINCERE (CE324),D Beadman,J Moore,127,1143,12,1:51.70,11.0,
HV_2008-1-16_5,4 DH,10.0,KINGSTON TEMPLE (CH234),W M Lai,T K Ng,115,1101,11,1:51.70,75.0,
HV_2008-1-16_5,4 DH,11.0,HAPPY ALL AROUND (CD248),K L Chui,A S Cruz,110,1047,2,1:51.70,8.2,
HV_2008-1-16_5,6,7.0,VINTAGE GOLD (CG094),M Nunes,S Woods,123,1046,10,1:51.90,10.0,
HV_2008-1-16_5,7,1.0,CENTENNIAL SMILE (CG165),D Whyte,D Cruz,129,1038,1,1:52.00,2.6,
HV_2008-1-16_5,8,12.0,LAZY BUDDIES (CC208),M W Leung,A Lee,109,1156,5,1:52.00,38.0,
HV_2008-1-16_5,9,5.0,HARRY HARRY (CD019),H W Lai,K L Man,122,1145,9,1:52.20,48.0,
HV_2008-1-16_5,10,3.0,MEATH (CE143),B Prebble,Y S Tsui,127,1074,7,1:52.30,8.2,
HV_2008-1-16_5,11,8.0,LIMONCELLO (CH178),A Delpech,A T Millard,120,1089,6,1:53.80,20.0,
HV_2008-1-16_5,12,9.0,CITY SURFER (CG129),C W Wong,C H Yip,113,1032,8,0:00.00,34.0,
HV_2008-1-16_6,1,7.0,CHAMPION LAD (CH042),D Beadman,J Moore,124,1225,10,1:41.60,4.5,
HV_2008-1-16_6,2,6.0,BLISS STAR (CE311),K L Chui,D J Hall,119,1234,7,1:41.60,18.0,
HV_2008-1-16_6,3,2.0,LIGHTNING SPEED (CG263),D Whyte,P O'Sullivan,133,1050,9,1:41.70,3.7,
HV_2008-1-16_6,4,4.0,KING OF FISH (CB105),G Mosse,K L Man,127,1137,4,1:41.70,9.7,
HV_2008-1-16_6,5,9.0,KEY WINNER (CG157),Z Purton,A Schutz,119,1047,1,1:41.70,11.0,
HV_2008-1-16_6,6,11.0,KING OF SHAVER (CH041),K T Yeung,A Lee,111,1136,12,1:41.70,21.0,
HV_2008-1-16_6,7,10.0,PURE ALPHA (CH008),M Nunes,S Woods,119,987,2,1:42.00,10.0,
HV_2008-1-16_6,8,12.0,TOUCH DOWN (CB013),P H Lo,C W Chang,110,1200,6,1:42.10,38.0,
HV_2008-1-16_6,9,1.0,ADD THE FUN (CD308),O Doleuze,K W Lui,133,1137,11,1:42.20,7.6,
HV_2008-1-16_6,10,3.0,DOUBLE PLEASURE (CD069),G Boss,D E Ferraris,132,1111,8,1:42.30,56.0,
HV_2008-1-16_6,11,8.0,TRIUMPH (CC214),C W Wong,C H Yip,118,1064,3,1:42.30,7.6,
HV_2008-1-16_6,12,5.0,CONQUEROR (CE270),S K Sit,Y O Wong,123,1132,5,1:42.60,34.0,
HV_2008-1-16_7,1,9.0,TEAM WORK (CH276),O Doleuze,Y S Tsui,120,1050,7,0:57.10,3.6,
HV_2008-1-16_7,2,7.0,SILENT DRAGON (CG200),K L Chui,D J Hall,118,1097,6,0:57.50,5.6,
HV_2008-1-16_7,3,10.0,FLAG FINDER (CE224),D Whyte,D E Ferraris,118,1091,8,0:57.70,6.0,
HV_2008-1-16_7,4,6.0,AMO (CB125),A Delpech,Y S Tsui,123,1174,1,0:57.70,14.0,
HV_2008-1-16_7,5,11.0,KIMBERLEY MINES (CA367),M W Leung,T W Leung,113,1066,9,0:57.80,13.0,
HV_2008-1-16_7,6,4.0,MAGIC TURBO (CJ098),Z Purton,T W Leung,126,1033,2,0:58.00,40.0,
HV_2008-1-16_7,7,5.0,MASTER CRISTO (CH321),W M Lai,T K Ng,122,1106,10,0:58.30,41.0,
HV_2008-1-16_7,8,12.0,STAY YOUNG (CD109),S K Sit,T W Leung,112,1091,11,0:58.30,99.0,
HV_2008-1-16_7,9,1.0,PROFITING CHAMPION (CH123),G Mosse,A Lee,129,1151,4,0:58.40,3.6,
HV_2008-1-16_7,10,2.0,CLASSA FOR EVER (CD085),H W Lai,L Ho,124,1090,5,0:58.40,17.0,
HV_2008-1-16_7,11,8.0,MASTER GREEN (CJ104),K T Yeung,B K Ng,115,1033,12,0:58.60,86.0,
HV_2008-1-16_7,12,3.0,ENCOSTA DON (CH305),B Prebble,D J Hall,127,1111,3,0:58.70,20.0,
HV_2008-1-16_8,1,7.0,LOCAL POWER (CH296),C W Wong,C H Yip,116,1087,8,1:50.70,7.9,
HV_2008-1-16_8,2,4.0,CHATER SILK (CG050),D Whyte,D E Ferraris,124,1146,5,1:50.80,3.5,
HV_2008-1-16_8,3,6.0,JUBILOSO (CD381),E Saint-Martin,D J Hall,121,1136,1,1:50.90,8.6,
HV_2008-1-16_8,4,8.0,PRIME TARGET (CH242),G Boss,C Fownes,118,1043,3,1:51.00,4.0,
HV_2008-1-16_8,5,11.0,SEA TREASURE (CD335),D Beadman,J Moore,117,1114,11,1:51.30,17.0,
HV_2008-1-16_8,6,5.0,SOLAR POWER (CE047),M Nunes,P F Yiu,124,1028,6,1:51.30,31.0,
HV_2008-1-16_8,7,12.0,SOUNDS FANTASTIC (CH146),W M Lai,A T Millard,111,1056,12,1:51.40,40.0,
HV_2008-1-16_8,8,10.0,AWARD (CE111),A Delpech,P O'Sullivan,117,1127,10,1:51.40,30.0,
HV_2008-1-16_8,9,9.0,QUALITY-QUALITY (CE250),K T Yeung,T W Leung,111,1027,9,1:51.50,32.0,
HV_2008-1-16_8,10,1.0,MELLIFLUOUS (CH212),B Prebble,K L Man,132,1088,2,1:51.70,4.7,
HV_2008-1-16_8,11,2.0,ELECTRONICS SPUR (CE285),K L Chui,A S Cruz,125,1087,4,1:51.90,24.0,
HV_2008-1-16_8,12,3.0,SUNBELL (CB391),M W Leung,D Cruz,122,1095,7,1:52.50,99.0,
HV_2008-1-23_1,1,8.0,SPY KING (CE205),A Delpech,B K Ng,124,1121,3,1:11.10,12.0,
HV_2008-1-23_1,2,6.0,NAMJONG SKY (CH129),E Saint-Martin,D J Hall,125,1154,1,1:11.20,3.6,
HV_2008-1-23_1,3,10.0,KING'S CHOICE (CG040),H W Lai,L Ho,117,995,9,1:11.20,13.0,
HV_2008-1-23_1,4,3.0,DRAGON INN (CE327),C W Wong,Y S Tsui,121,1064,2,1:11.50,4.1,
HV_2008-1-23_1,5,4.0,GENERAL SPEEDEE (CG193),O Doleuze,T K Ng,126,1156,4,1:11.60,7.8,
HV_2008-1-23_1,6,7.0,NOBLE ZOOM (CC298),K T Yeung,A Lee,117,1083,11,1:11.70,51.0,
HV_2008-1-23_1,7,5.0,VALUE CHOICE (CG213),G Mosse,A T Millard,126,1298,10,1:11.80,4.1,
HV_2008-1-23_1,8,1.0,SPICY HOT (CH064),G Boss,C Fownes,129,1058,5,1:11.80,19.0,
HV_2008-1-23_1,9,9.0,LIGHTNING MOUNT (CH082),K L Chui,A S Cruz,117,1087,7,1:12.00,51.0,
HV_2008-1-23_1,10,12.0,AMBITION (CC079),W M Lai,K W Lui,111,1091,8,1:12.10,24.0,
HV_2008-1-23_1,11,11.0,CARELESS WHISPER (CE123),P H Lo,K L Man,109,1166,6,1:12.10,38.0,
HV_2008-1-23_1,12,2.0,SUPER SPECIAL (CE225),F Coetzee,D E Ferraris,127,1114,12,1:12.30,50.0,
HV_2008-1-23_2,1,2.0,HARB (CH209),H W Lai,P F Yiu,126,1062,1,1:10.40,1.8,
HV_2008-1-23_2,2,10.0,LE ROSSIGNOL (CG196),W M Lai,C Fownes,111,1204,9,1:10.60,23.0,
HV_2008-1-23_2,3,6.0,THE WORLD OF LOVE (CC066),C Soumillon,S Woods,121,1047,7,1:10.70,11.0,
HV_2008-1-23_2,4,9.0,MASTER GUNNER (CJ142),M Nunes,J Moore,114,1029,5,1:10.80,26.0,
HV_2008-1-23_2,5,8.0,SOLAR MIGHTY (CH124),G Mosse,A Lee,120,1157,4,1:10.80,6.6,
HV_2008-1-23_2,6,3.0,COUNTRY MAGIC (CH069),K L Chui,A S Cruz,117,1064,8,1:11.00,6.4,
HV_2008-1-23_2,7,4.0,HAR HAR CHARMS (CE100),F Coetzee,J Size,122,1135,2,1:11.10,11.0,
HV_2008-1-23_2,8,5.0,FLYING SPRINTER (CD021),Z Purton,T W Leung,121,1203,3,1:11.30,29.0,
HV_2008-1-23_2,9,7.0,MASTER GREEN (CJ104),A Delpech,B K Ng,120,1037,6,1:11.50,39.0,
HV_2008-1-23_2,10,1.0,WINE WIN (CG018),P H Lo,A Lee,124,1075,10,1:12.80,17.0,
HV_2008-1-23_3,1,3.0,DONGGUAN VICTORY (CB382),A Delpech,Y S Tsui,126,1064,6,1:43.10,19.0,
HV_2008-1-23_3,2,4.0,RAMPANT LION (CH068),D Beadman,C Fownes,126,1005,3,1:43.30,3.9,
HV_2008-1-23_3,3,11.0,DENDRANTHEMA LOVE (CD073),H W Lai,T W Leung,115,1106,9,1:43.30,19.0,
HV_2008-1-23_3,4,10.0,WINNING PATTERN (CG125),M Nunes,S Woods,120,1135,7,1:43.30,7.8,
HV_2008-1-23_3,5,8.0,PLEASURE PLEASURE (CD271),Z Purton,A Lee,122,996,2,1:43.40,17.0,
HV_2008-1-23_3,6,2.0,HURRICANE WAY (CH039),F Coetzee,D E Ferraris,128,1003,8,1:43.70,17.0,
HV_2008-1-23_3,7,9.0,MASTER YING (CB249),O Doleuze,T K Ng,121,1166,12,1:43.80,10.0,
HV_2008-1-23_3,8,1.0,STRIKE TO WIN (CD361),C W Wong,B K Ng,125,1188,4,1:43.80,3.2,
HV_2008-1-23_3,9,12.0,FABULOUS TREASURE (CG069),K L Chui,A Schutz,108,1104,1,1:43.80,9.9,
HV_2008-1-23_3,10,7.0,CENAMIRA (CD129),W M Lai,Y O Wong,120,1176,5,1:43.90,16.0,
HV_2008-1-23_3,11,6.0,SIMPLY THE BEST (CE014),P H Lo,D Cruz,116,1126,10,1:44.50,39.0,
HV_2008-1-23_3,12,5.0,STARFINDER (CH074),E Saint-Martin,K W Lui,124,1036,11,0:00.00,35.0,
HV_2008-1-23_4,1,2.0,FAMAGUSTA (CJ054),B Prebble,C Fownes,130,1114,2,1:11.00,2.5,
HV_2008-1-23_4,2,9.0,KING CREOLE (CG287),M Nunes,K W Lui,117,1054,4,1:11.00,4.3,
HV_2008-1-23_4,3,4.0,BIG KAHUNA (CG177),G Boss,P O'Sullivan,124,1050,7,1:11.10,13.0,
HV_2008-1-23_4,4,11.0,PROGRESSING TIMES (CC231),H W Lai,T W Leung,113,1074,3,1:11.30,13.0,
HV_2008-1-23_4,5,8.0,LUCKY DRAGON (CD322),G Mosse,A Lee,120,1118,12,1:11.50,41.0,
HV_2008-1-23_4,6,1.0,KINGSTON MARBLE (CE244),W M Lai,T K Ng,130,1111,8,1:11.50,24.0,
HV_2008-1-23_4,7,5.0,MAGI JOY (CH056),E Saint-Martin,Y S Tsui,123,1077,10,1:11.60,21.0,
HV_2008-1-23_4,8,6.0,FULL BLESSINGS (CH238),K L Chui,A S Cruz,116,1049,11,1:11.80,12.0,
HV_2008-1-23_4,9,10.0,SURE HERO (CG122),Z Purton,A Schutz,118,1070,9,1:11.80,33.0,
HV_2008-1-23_4,10,7.0,HAPPY ENERGY (CH033),F Coetzee,B K Ng,120,1041,1,1:11.80,40.0,
HV_2008-1-23_4,11,12.0,DAYLIGHT EXPRESS (CH036),C W Wong,C H Yip,109,1002,5,1:12.10,6.7,
HV_2008-1-23_4,12,3.0,THUNDER VALLEY (CG074),O Doleuze,D J Hall,128,1074,6,1:12.30,19.0,
HV_2008-1-23_5,1,2.0,BRILLIANT FLASH (CE042),O Doleuze,C Fownes,129,1149,5,1:42.30,11.0,
HV_2008-1-23_5,2,9.0,STRIKING MASCOT (CH154),F Coetzee,D E Ferraris,119,1101,6,1:42.30,20.0,
HV_2008-1-23_5,3,12.0,DECAGONAL (CH244),W M Lai,A Lee,111,1046,4,1:42.40,21.0,
HV_2008-1-23_5,4,1.0,WONDERFUL BLESSING (CE198),B Prebble,D J Hall,130,1151,9,1:42.60,7.6,
HV_2008-1-23_5,5,11.0,BATURO (CH029),C W Wong,Y S Tsui,111,988,2,1:42.70,6.8,
HV_2008-1-23_5,6,3.0,MARVELLOUS (CH026),E Saint-Martin,B K Ng,129,1057,7,1:42.70,4.4,
HV_2008-1-23_5,7,8.0,SOHNA (CG183),D Beadman,S Woods,120,1086,10,1:42.80,6.3,
HV_2008-1-23_5,8,5.0,EMBRACES (CH175),A Delpech,T K Ng,126,1017,11,1:42.90,8.5,
HV_2008-1-23_5,9,7.0,THAT'S IT (CE223),Z Purton,T W Leung,122,1148,1,1:42.90,13.0,
HV_2008-1-23_5,10,6.0,MIRACULOUS (CE115),P H Lo,D Cruz,115,1234,8,1:43.00,59.0,
HV_2008-1-23_5,11,4.0,CLASSA WIN (CA115),H W Lai,L Ho,125,1080,12,1:43.10,29.0,
HV_2008-1-23_5,12,10.0,MONTY (CH164),M Nunes,P O'Sullivan,118,1097,3,1:43.40,7.8,
HV_2008-1-23_6,1,6.0,WAIT FOR ME (CE332),C W Wong,C H Yip,123,1085,5,1:41.00,6.6,
HV_2008-1-23_6,2,10.0,SPEEDY (CJ037),G Boss,P O'Sullivan,124,1125,6,1:41.00,3.7,
HV_2008-1-23_6,3,11.0,HAPPY HEROES (CD261),C Soumillon,C W Chang,121,1175,10,1:41.10,18.0,
HV_2008-1-23_6,4,8.0,BLISS STAR (CE311),B Prebble,D J Hall,125,1221,1,1:41.10,3.7,
HV_2008-1-23_6,5,3.0,CONNOISSEUR'S LOVE (CD234),Z Purton,A Schutz,129,1006,2,1:41.30,23.0,
HV_2008-1-23_6,6,12.0,SIXTY SECONDS (CB177),G Mosse,K L Man,121,1068,8,1:41.30,18.0,
HV_2008-1-23_6,7,5.0,RED WINE HONEY (CE287),H W Lai,C S Shum,126,1219,4,1:41.50,33.0,
HV_2008-1-23_6,8,1.0,DURABLE (CE190),O Doleuze,C Fownes,132,1155,7,1:41.60,12.0,
HV_2008-1-23_6,9,2.0,ADD THE FUN (CD308),E Saint-Martin,K W Lui,130,1129,11,1:41.60,13.0,
HV_2008-1-23_6,10,4.0,MASTER DREAMER (CE293),P H Lo,T K Ng,122,1044,3,1:42.30,13.0,
HV_2008-1-23_6,11,7.0,CARE FREE MIDAS (CH053),A Delpech,Y S Tsui,126,1030,9,1:42.80,15.0,
HV_2008-1-23_6,12,9.0,JOYFUL WORLD (CC200),K T Yeung,A Lee,118,1069,12,1:43.10,20.0,
HV_2008-1-23_7,1,4.0,VIVA FIGHTER (CG307),B Prebble,C Fownes,123,1123,10,1:41.40,5.6,
HV_2008-1-23_7,2,1.0,MONEY MAN (CG115),C W Wong,C Fownes,124,1012,1,1:41.50,6.9,
HV_2008-1-23_7,3,9.0,I'M NO SQUARE (CG078),O Doleuze,C Fownes,120,1126,6,1:41.60,11.0,
HV_2008-1-23_7,4,2.0,THE WITCH'S BROOM (CH231),G Mosse,T W Leung,128,1154,2,1:41.60,4.1,
HV_2008-1-23_7,5,10.0,UNIQUE SPEED (CG134),G Boss,K L Man,120,1058,11,1:41.80,16.0,
HV_2008-1-23_7,6,5.0,AMSTERDAM (CE140),D Beadman,J Moore,122,1057,7,1:41.80,10.0,
HV_2008-1-23_7,7,6.0,DREAM HORSE (CG029),C Soumillon,C W Chang,122,1205,9,1:42.10,6.5,
HV_2008-1-23_7,8,7.0,FLY ME TO THE MOON (CG104),F Coetzee,J Size,120,1102,4,1:42.20,34.0,
HV_2008-1-23_7,9,3.0,NOBLE SILENCE (CD238),Z Purton,D E Ferraris,124,1107,8,1:42.40,25.0,
HV_2008-1-23_7,10,11.0,AMAZING ME (CH080),K L Chui,A S Cruz,113,1020,3,1:42.60,26.0,
HV_2008-1-23_7,11,8.0,HAPPY CRUSADER (CE080),E Saint-Martin,Y S Tsui,120,1115,5,1:42.70,6.9,
HV_2008-1-23_8,1,10.0,ELFHELM (CC342),Z Purton,P F Yiu,119,1135,4,1:41.40,6.7,
HV_2008-1-23_8,2,3.0,DISGUISE (CG004),O Doleuze,D E Ferraris,128,1090,2,1:41.40,8.1,
HV_2008-1-23_8,3,9.0,CARRIZO CREEK (CE132),D Beadman,J Moore,120,1081,7,1:41.40,5.3,
HV_2008-1-23_8,4,7.0,TOM'S SIX (CG264),C Soumillon,C Fownes,123,1095,10,1:41.50,6.8,
HV_2008-1-23_8,5,6.0,FLUKE (CJ061),K L Chui,A S Cruz,118,1082,11,1:41.60,24.0,
HV_2008-1-23_8,6,5.0,SOCRATES (CD336),B Prebble,C Fownes,125,1156,8,1:41.60,9.8,
HV_2008-1-23_8,7,4.0,DORDENMA (CE333),F Coetzee,C H Yip,125,1233,3,1:41.70,3.9,
HV_2008-1-23_8,8,11.0,DIAMOND ERA (CE040),H W Lai,K L Man,110,1092,5,1:41.80,20.0,
HV_2008-1-23_8,9,2.0,FOKINE (CE072),G Mosse,P O'Sullivan,130,1044,6,1:41.90,68.0,
HV_2008-1-23_8,10,1.0,SOUNDS BEST (CE255),E Saint-Martin,J Moore,132,1031,1,1:42.10,9.7,
HV_2008-1-23_8,11,8.0,CIRCULAR MACHINE (CG049),G Boss,C S Shum,121,1134,9,1:42.40,22.0,
HV_2008-1-30_1,1,2.0,TIGER RIDGE (CD084),H W Lai,A Schutz,125,1249,1,0:58.20,3.7,
HV_2008-1-30_1,2,7.0,TAKE IT EASY (CJ029),B Prebble,C H Yip,123,1027,8,0:58.70,3.4,
HV_2008-1-30_1,3,3.0,CHOICE AND CHANCE (CA381),D Beadman,T W Leung,127,1121,6,0:58.80,6.1,
HV_2008-1-30_1,4,5.0,HAPPY SUNDAY (CE169),G Mosse,A Lee,124,1117,5,0:59.00,13.0,
HV_2008-1-30_1,5,11.0,KEEN FLYER (CB330),K T Yeung,A T Millard,115,1236,10,0:59.00,35.0,
HV_2008-1-30_1,6,12.0,RACING SPIRIT (CE105),O Doleuze,K W Lui,121,1084,9,0:59.20,7.9,
HV_2008-1-30_1,7,10.0,WHAT A THRILL (CJ086),G Boss,A Lee,123,1066,4,0:59.30,32.0,
HV_2008-1-30_1,8,8.0,TOUCH LUCKY (CH193),Z Purton,C W Chang,123,1156,7,0:59.60,30.0,
HV_2008-1-30_1,9,4.0,GAUCHO (CE033),C Soumillon,D E Ferraris,127,1175,11,0:59.70,17.0,
HV_2008-1-30_1,10,9.0,VITALITY (CH283),F Coetzee,J Size,123,1110,2,1:00.00,22.0,
HV_2008-1-30_1,11,1.0,NEW TRIUMPH (CG105),K L Chui,Y S Tsui,124,1159,12,1:00.10,17.0,
HV_2008-1-30_1,12,6.0,SPORTING STAR (CJ024),Y T Cheng,P O'Sullivan,121,1044,3,0:00.00,29.0,
HV_2008-1-30_2,1,5.0,DRAGON INN (CE327),Y T Cheng,Y S Tsui,126,1065,2,1:11.70,4.7,
HV_2008-1-30_2,2,7.0,NOBLE ZOOM (CC298),K T Yeung,A Lee,120,1091,3,1:11.80,8.5,
HV_2008-1-30_2,3,1.0,INVESTAR (CH099),D Beadman,A Schutz,133,1050,6,1:12.20,20.0,
HV_2008-1-30_2,4,10.0,GLOBAL WAY (CG158),O Doleuze,D E Ferraris,121,1017,4,1:12.40,9.1,
HV_2008-1-30_2,5,6.0,VALUE CHOICE (CG213),G Mosse,A T Millard,128,1297,1,1:12.40,2.4,
HV_2008-1-30_2,6,9.0,PERFECT ATHLETE (CG276),B Prebble,C H Yip,123,1105,12,1:12.50,14.0,
HV_2008-1-30_2,7,3.0,AURELIAN (CC025),H W Lai,L Ho,129,1138,10,1:12.50,13.0,
HV_2008-1-30_2,8,2.0,PALIO KING (CG073),P H Lo,A Lee,126,1121,5,1:13.30,18.0,
HV_2008-1-30_2,9,11.0,MUTUAL GAIN (CE275),G Boss,T W Leung,118,1079,9,1:13.30,26.0,
HV_2008-1-30_2,10,4.0,TRIUMPHANT GLORY (CB368),E Saint-Martin,T K Ng,132,1096,11,1:14.60,27.0,
HV_2008-1-30_2,11,8.0,WINNING CHAMP (CE233),K L Chui,C H Yip,120,1038,8,1:14.80,30.0,
HV_2008-1-30_2,12,12.0,LUCKY MAN (CG061),F Coetzee,T K Ng,115,1162,7,1:15.10,78.0,
HV_2008-1-30_3,1,9.0,EYE WITNESS (CG027),F Coetzee,A S Cruz,116,1062,4,2:19.00,7.5,
HV_2008-1-30_3,2,8.0,DASH AHEAD (CD199),H W Lai,L Ho,116,1078,10,2:19.10,19.0,
HV_2008-1-30_3,3,4.0,SIR GALAHAD (CG272),B Prebble,P O'Sullivan,124,1011,9,2:19.20,8.3,
HV_2008-1-30_3,4,2.0,NORTHERNER (CD293),D Beadman,S Woods,127,997,7,2:19.50,19.0,
HV_2008-1-30_3,5,3.0,MAN IN THE MIRROR (CH058),C Soumillon,J Size,124,1149,8,2:19.60,6.1,
HV_2008-1-30_3,6,1.0,GO JOHNNY GO (CG290),G Boss,P F Yiu,130,1062,5,2:19.70,8.1,
HV_2008-1-30_3,7,6.0,PRIME DELIGHT (CE193),G Mosse,C Fownes,123,1105,6,2:19.80,4.5,
HV_2008-1-30_3,8,7.0,SOUTH BREEZE (CG241),E Saint-Martin,A Lee,123,1241,1,2:20.10,8.9,
HV_2008-1-30_3,9,5.0,STOLEN THUNDER (CJ003),Z Purton,C W Chang,124,1155,3,2:22.20,19.0,
HV_2008-1-30_3,10,10.0,KINGSGATE GLORY (CH020),K L Chui,A T Millard,110,1108,2,2:23.20,5.3,
HV_2008-1-30_4,1,6.0,SUPER FIGHTER (CE167),H W Lai,T W Leung,126,1081,2,1:12.20,7.3,
HV_2008-1-30_4,2,9.0,CLEMENT ELITE (CH004),G Boss,A Lee,124,1106,4,1:12.40,12.0,
HV_2008-1-30_4,3,3.0,RICH DRAGON (CG079),D Beadman,C Fownes,131,1131,6,1:12.50,6.0,
HV_2008-1-30_4,4,5.0,TREASURE COLT (CE308),Y T Cheng,C H Yip,128,1176,1,1:12.70,3.0,
