day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds,Running Position
HV_2008-11-26_8,2,11.0,ADAIKALI (CE181),O Doleuze,S Woods,119,1081,9,1:09.76,34.0,1 1 2
HV_2008-11-26_8,3,8.0,BEAUTIFUL DREAMER (CH108),B Prebble,K L Man,122,1061,3,1:09.88,6.0,9 8 3
HV_2008-11-26_8,4,9.0,WALKONTHEWILDSIDE (CG033),M Du Plessis,P O'Sullivan,120,1053,2,1:10.13,7.0,11 11 4
HV_2008-11-26_8,5,6.0,HIT SONG (CJ232),K T Yeung,A T Millard,120,1135,10,1:10.21,43.0,2 2 5
HV_2008-11-26_8,6,4.0,HOLI RAVIOLI (CG201),D Whyte,J Size,128,1117,1,1:10.23,2.5,7 5 6
HV_2008-11-26_8,7,7.0,NOBLE MAN (CC099),E Saint-Martin,T K Ng,123,1101,8,1:10.23,9.1,10 10 7
HV_2008-11-26_8,8,5.0,GALEN WIN (CJ065),K L Chui,D J Hall,123,1083,11,1:10.32,19.0,12 12 8
HV_2008-11-26_8,9,12.0,EASY (CG095),M W Leung,K W Lui,115,1146,4,1:10.54,41.0,3 3 9
HV_2008-11-26_8,10,1.0,ULTRA FANTASY (CG311),G Mosse,D E Ferraris,133,1210,5,1:10.68,32.0,5 6 10
HV_2008-11-26_8,11,2.0,WATCH WHAT HAPPENS (CH145),B Doyle,S Woods,133,1032,6,1:10.71,20.0,6 7 11
HV_2008-11-26_8,12,3.0,CANNONISE (CD377),Y T Cheng,A Lee,128,1088,7,1:10.89,15.0,4 4 12
HV_2008-11-4_1,1,10.0,PALIO KING (CG073),G Mosse,K L Man,123,1120,5,1:11.84,4.8,8 5 1
HV_2008-11-4_1,2,3.0,FASTER FASTER (CG010),F Coetzee,D E Ferraris,132,1252,7,1:12.02,9.8,11 9 3
HV_2008-11-4_1,3,8.0,ABLE STANDARD (CG043),C K Tong,K W Lui,121,1059,3,1:12.06,4.9,2 3 4
HV_2008-11-4_1,4,11.0,MASTER YING (CB249),W M Lai,T K Ng,116,1162,11,1:12.02,20.0,3 1 2
HV_2008-11-4_1,5,5.0,FULL BLESSINGS (CH238),E Saint-Martin,A S Cruz,130,1077,4,1:12.09,8.9,5 4 5
HV_2008-11-4_1,6,12.0,NOBLE ZOOM (CC298),Y T Cheng,A Lee,113,1100,9,1:12.25,21.0,7 8 6
HV_2008-11-4_1,7,9.0,MR FLOODLIGHT (CG257),Z Purton,C S Shum,125,1083,12,1:12.26,24.0,12 12 7
HV_2008-11-4_1,8,6.0,COP HILL LAD (CD292),B Doyle,T W Leung,129,1112,2,1:12.29,11.0,6 7 8
HV_2008-11-4_1,9,1.0,GANBARIA (CE052),D Whyte,Y S Tsui,133,1139,10,1:12.41,6.2,1 2 9
HV_2008-11-4_1,10,2.0,WINNING AHEAD (CJ018),K T Yeung,A T Millard,128,1108,6,1:12.41,30.0,4 6 10
HV_2008-11-4_1,11,7.0,PERFECT ATHLETE (CG276),C W Wong,C H Yip,124,1116,8,1:12.42,24.0,10 11 11
HV_2008-11-4_1,12,4.0,MONTY (CH164),M Du Plessis,P O'Sullivan,131,1093,1,1:12.63,7.9,9 10 12
HV_2008-11-4_2,1,1.0,REWARDING STAR (CG234),D Beadman,J Moore,133,1086,9,1:41.54,7.4,4 5 3 1
HV_2008-11-4_2,2,3.0,QUALITY-QUALITY (CE250),B Doyle,T W Leung,130,1019,2,1:41.69,8.3,8 7 7 2
HV_2008-11-4_2,3,9.0,DASHING CHAMPION (CC015),K T Yeung,B K Ng,114,1151,11,1:41.72,23.0,3 2 2 3
HV_2008-11-4_2,4,6.0,SWEET BABY (CG294),W C Marwing,P F Yiu,124,1062,10,1:42.02,28.0,12 12 11 4
HV_2008-11-4_2,5,7.0,WITHALLMYHEART (CE268),H W Lai,T K Ng,119,1107,8,1:42.06,32.0,6 6 6 5
HV_2008-11-4_2,6,5.0,CLOVIS (CH044),D Whyte,Y O Wong,126,1027,1,1:42.15,2.5,5 4 5 6
HV_2008-11-4_2,7,2.0,SUNBELL (CB391),Y T Cheng,D Cruz,130,1067,5,1:42.25,23.0,7 8 8 7
HV_2008-11-4_2,8,11.0,LEADER (CG012),C W Wong,C H Yip,114,1114,6,1:42.26,34.0,9 10 10 8
HV_2008-11-4_2,9,12.0,SILVER WRAITH (CE178),M W Leung,Y S Tsui,110,994,12,1:42.27,69.0,1 1 1 9
HV_2008-11-4_2,10,4.0,ALL OUR WAY (CE217),E Saint-Martin,A Schutz,127,1079,4,1:42.31,14.0,11 11 12 10
HV_2008-11-4_2,11,10.0,AMBITIOUS OWNER (CJ106),M Du Plessis,A T Millard,117,1041,3,1:42.51,3.9,2 3 4 11
HV_2008-11-4_2,12,8.0,HARRY HARRY (CD019),G Mosse,K L Man,120,1113,7,1:42.90,19.0,10 9 9 12
HV_2008-11-4_3,1,9.0,KINGSTON MARBLE (CE244),W M Lai,T K Ng,121,1072,2,1:10.82,7.1,3 3 1
HV_2008-11-4_3,2,3.0,MEGABUCKS (CJ301),B Doyle,T W Leung,128,1129,11,1:10.84,6.2,1 1 2
HV_2008-11-4_3,3,11.0,TOUT VA BIEN (CJ020),D Beadman,C Fownes,119,1036,4,1:11.04,3.0,7 4 3
HV_2008-11-4_3,4,12.0,DIVINE TOUCH (CG291),G Mosse,A Schutz,120,1086,5,1:11.22,6.6,4 2 4
HV_2008-11-4_3,5,6.0,ENGINEERING WONDER (CB300),H W Lai,L Ho,124,1119,10,1:11.76,33.0,10 10 5
HV_2008-11-4_3,6,5.0,BIG KAHUNA (CG177),D Whyte,P O'Sullivan,126,1056,3,1:11.77,5.2,9 9 6
HV_2008-11-4_3,7,10.0,TRAVEL CONSULTANT (CG266),C W Wong,C H Yip,118,1083,1,1:11.97,29.0,8 5 7
HV_2008-11-4_3,8,7.0,LEGEND (CK042),E Saint-Martin,D J Hall,124,1176,9,1:12.14,32.0,5 8 8
HV_2008-11-4_3,9,8.0,RAINBOW STAR (CJ275),Z Purton,A Lee,124,1192,6,1:12.18,99.0,11 11 9
HV_2008-11-4_3,10,1.0,BEAUTY PLUS (CC213),Y T Cheng,K W Lui,130,1023,8,1:12.27,12.0,6 7 10
HV_2008-11-4_3,11,4.0,SEIZE THE DAY (CJ152),S K Sit,Y S Tsui,126,1030,12,1:12.44,85.0,2 6 11
HV_2008-11-4_3,12,2.0,FEEL-SO-GOOD (CG056),W C Marwing,D E Ferraris,128,1140,7,1:12.49,24.0,12 12 12
HV_2008-11-4_4,1,6.0,WONDERFUL BLESSING (CE198),E Saint-Martin,D J Hall,124,1171,6,2:18.11,10.0,9 9 9 9 9 1
HV_2008-11-4_4,2,1.0,FLORAL NIRVANA (CH232),K L Chui,A S Cruz,127,1118,1,2:18.26,10.0,6 5 5 5 5 2
HV_2008-11-4_4,3,12.0,FANTASTIC GUY (CH025),W M Lai,D Cruz,111,1126,2,2:18.39,14.0,8 7 7 7 8 3
HV_2008-11-4_4,4,2.0,INDUSTRIAL EXPRESS (CH103),D Whyte,J Size,130,1119,8,2:18.75,13.0,7 8 8 8 6 4
HV_2008-11-4_4,5,3.0,LOCAL POWER (CH296),Y T Cheng,C H Yip,128,1104,5,2:18.83,5.6,2 3 3 2 2 5
HV_2008-11-4_4,6,7.0,LONDON EXPRESS (CH107),G Mosse,A Schutz,121,1056,12,2:18.84,9.1,5 6 6 6 7 6
HV_2008-11-4_4,7,10.0,WINBO (CJ085),S K Sit,Y S Tsui,115,1073,3,2:18.93,19.0,3 1 1 1 1 7
HV_2008-11-4_4,8,4.0,THE GOODIES (CH097),M Du Plessis,C Fownes,129,1036,4,2:19.05,3.9,12 12 12 12 10 8
HV_2008-11-4_4,9,5.0,NOBLE HEART (CC355),Z Purton,K L Man,124,1018,10,2:19.18,35.0,11 11 11 11 12 9
HV_2008-11-4_4,10,11.0,RELY ON ME (CE068),C K Tong,P F Yiu,110,1194,11,2:19.52,47.0,1 2 2 3 3 10
HV_2008-11-4_4,11,9.0,FANTASTIC DANCER (CJ001),B Doyle,S Woods,119,1114,9,2:19.55,12.0,10 10 10 10 11 11
HV_2008-11-4_4,12,8.0,AMAZING CHOICE (CG163),W C Marwing,D E Ferraris,118,1038,7,2:20.20,6.4,4 4 4 4 4 12
HV_2008-11-4_5,1,2.0,WEI HAI INVINCIBLE (CH258),K T Yeung,A T Millard,128,1112,8,1:42.19,9.2,1 1 1 1
HV_2008-11-4_5,2,6.0,THE WITCH'S BROOM (CH231),B Doyle,T W Leung,125,1140,6,1:42.32,7.0,4 4 4 2
HV_2008-11-4_5,3,3.0,BILLION (CH316),Y T Cheng,K W Lui,127,1172,4,1:42.41,3.0,3 3 3 3
HV_2008-11-4_5,4,1.0,REAL SPECIAL (CH320),F Coetzee,J Size,133,1067,10,1:42.48,18.0,2 2 2 4
HV_2008-11-4_5,5,10.0,UNIQUE SPEED (CG134),Z Purton,K L Man,119,1057,3,1:42.50,7.8,5 5 5 5
HV_2008-11-4_5,6,4.0,POS TRUMPS (CH295),D Whyte,P O'Sullivan,127,1108,5,1:42.59,12.0,6 6 6 6
HV_2008-11-4_5,7,8.0,DUMBARTON ROCK (CJ228),G Mosse,C Fownes,123,1104,9,1:42.71,10.0,9 9 9 7
HV_2008-11-4_5,8,12.0,SOLAR POWER (CE047),W C Marwing,P F Yiu,118,1005,11,1:42.75,7.9,12 12 10 8
HV_2008-11-4_5,9,11.0,MASTER DREAMER (CE293),K L Chui,T K Ng,115,1072,12,1:42.89,34.0,10 10 11 9
HV_2008-11-4_5,10,7.0,DASHING THUNDER (CD080),C W Wong,C H Yip,120,1116,7,1:43.47,27.0,7 7 8 10
HV_2008-11-4_5,11,9.0,HAPPY CRUSADER (CE080),M W Leung,Y S Tsui,116,1126,1,1:43.65,33.0,8 8 7 11
HV_2008-11-4_5,12,5.0,NOBLE SILENCE (CD238),E Saint-Martin,D E Ferraris,126,1097,2,1:43.69,19.0,11 11 12 12
HV_2008-11-4_6,1,12.0,OCEAN WIDE (CJ132),M Du Plessis,C Fownes,116,1077,2,1:10.55,2.0,1 1 1
HV_2008-11-4_6,2,7.0,TRULLI (CH327),C K Tong,K W Lui,120,1044,7,1:10.82,26.0,8 6 2
HV_2008-11-4_6,3,1.0,VICTORY CONQUEROR (CJ230),D Beadman,J Moore,133,1074,10,1:10.95,7.2,10 9 3
HV_2008-11-4_6,4,5.0,TOY STORY (CJ217),D Whyte,D E Ferraris,126,1028,5,1:11.01,5.8,7 7 4
HV_2008-11-4_6,5,11.0,SUNSHINE BOY (CJ281),C W Wong,B K Ng,117,1020,1,1:11.05,64.0,4 4 5
HV_2008-11-4_6,6,4.0,BRILLIANT ONE (CG212),K L Chui,J Size,125,1061,9,1:11.18,40.0,9 10 6
HV_2008-11-4_6,7,6.0,ENCORE WIN (CH251),Y T Cheng,D Cruz,123,1121,11,1:11.22,21.0,3 3 7
HV_2008-11-4_6,8,9.0,THE WORLD OF LOVE (CC066),B Doyle,S Woods,124,1078,4,1:11.25,34.0,5 5 8
HV_2008-11-4_6,9,8.0,AMO (CB125),G Mosse,Y S Tsui,124,1180,6,1:11.33,57.0,11 11 9
HV_2008-11-4_6,10,2.0,KINDACROSS (CG041),F Coetzee,A S Cruz,131,1043,8,1:11.45,9.9,2 2 10
HV_2008-11-4_6,11,3.0,NATIVE KID (CG317),E Saint-Martin,D J Hall,130,1149,12,1:11.60,15.0,12 12 11
HV_2008-11-4_6,12,10.0,FOREVER FRIENDSHIP (CJ146),H W Lai,K L Man,121,1081,3,1:12.28,16.0,6 8 12
HV_2008-11-4_7,1,4.0,ONE WORLD (CH133),D Beadman,J Moore,126,1120,5,1:10.45,2.6,7 6 1
HV_2008-11-4_7,2,3.0,CANNONISE (CD377),Y T Cheng,A Lee,125,1104,2,1:10.65,9.9,1 1 2
HV_2008-11-4_7,3,8.0,WALKONTHEWILDSIDE (CG033),M Du Plessis,P O'Sullivan,118,1044,4,1:10.69,25.0,9 8 3
HV_2008-11-4_7,4,9.0,HONGKONG SUPERSTAR (CH167),D Whyte,Y O Wong,117,1156,3,1:10.70,3.1,4 4 4
HV_2008-11-4_7,5,11.0,ESPERANZA (CG159),C K Tong,P O'Sullivan,110,1052,10,1:10.70,24.0,2 2 5
HV_2008-11-4_7,6,2.0,WATCH WHAT HAPPENS (CH145),B Doyle,S Woods,132,1040,7,1:10.80,25.0,10 10 6
HV_2008-11-4_7,7,5.0,DIAMOND BRILLIANCE (CH002),K T Yeung,P F Yiu,120,1132,1,1:10.85,8.8,3 3 7
HV_2008-11-4_7,8 DH,6.0,NOBLE MAN (CC099),Z Purton,T K Ng,122,1072,11,1:10.88,30.0,11 11 8
HV_2008-11-4_7,8 DH,7.0,MY HOME TOWN (CH331),F Coetzee,J Size,118,1102,9,1:10.88,9.9,5 5 8
HV_2008-11-4_7,10,1.0,ULTRA FANTASY (CG311),G Mosse,D E Ferraris,133,1204,8,1:11.30,31.0,6 7 10
HV_2008-11-4_7,11,10.0,MY TIME (CJ310),C W Wong,C H Yip,113,1127,6,1:12.28,74.0,8 9 11
HV_2008-11-4_8,1,1.0,SIGHT WINNER (CJ049),D Whyte,J Size,133,1077,6,1:50.54,6.2,3 3 4 4 1
HV_2008-11-4_8,2,2.0,AMBITIOUS GENERAL (CJ066),E Saint-Martin,D J Hall,132,1107,3,1:50.85,5.5,6 4 3 3 2
HV_2008-11-4_8,3,8.0,MEDICO (CH075),D Beadman,J Moore,121,1095,5,1:50.99,3.9,5 7 5 5 3
HV_2008-11-4_8,4,5.0,TIME SUPREME (CE012),Y T Cheng,A Schutz,121,1020,7,1:51.04,13.0,12 12 12 11 4
HV_2008-11-4_8,5,4.0,WINNING REWARD (CE254),B Doyle,K W Lui,124,1053,10,1:51.11,49.0,10 10 11 10 5
HV_2008-11-4_8,6,3.0,LU YUE (CH278),C W Wong,C H Yip,127,1217,12,1:51.21,9.4,4 1 1 1 6
HV_2008-11-4_8,7,6.0,DISGUISE (CG004),Z Purton,D E Ferraris,121,1105,9,1:51.25,26.0,9 9 9 8 7
HV_2008-11-4_8,8,11.0,NILOMETER (CD052),C K Tong,C S Shum,110,1072,8,1:51.27,52.0,8 6 7 9 8
HV_2008-11-4_8,9,7.0,IRON FIST (CH143),M Du Plessis,A T Millard,121,1232,1,1:51.44,5.3,1 2 2 2 9
HV_2008-11-4_8,10,10.0,DASH AHEAD (CD199),H W Lai,L Ho,115,1079,11,1:51.49,53.0,11 11 10 12 10
HV_2008-11-4_8,11,12.0,BUTTERFIELD (CG178),W M Lai,Y O Wong,112,1064,4,1:51.55,21.0,2 5 6 6 11
HV_2008-11-4_8,12,9.0,MELLIFLUOUS (CH212),G Mosse,K L Man,120,1090,2,1:51.57,9.2,7 8 8 7 12
HV_2008-12-10_1,1,4.0,GOLDEN OPPORTUNITY (CJ015),B Prebble,K L Man,129,1083,1,1:42.16,7.3,4 3 3 1
HV_2008-12-10_1,2,2.0,GALLANT MASTER (CJ255),C Soumillon,C Fownes,133,1161,3,1:42.31,5.7,6 5 5 2
HV_2008-12-10_1,3,7.0,DECAGONAL (CH244),Z Purton,A Lee,125,1044,2,1:42.60,6.0,5 6 6 3
HV_2008-12-10_1,4 DH,1.0,CENTENNIAL SMILE (CG165),D Whyte,P O'Sullivan,133,1012,10,1:42.67,4.0,12 10 9 4
HV_2008-12-10_1,4 DH,3.0,DRAGON BOY (CJ204),E Saint-Martin,D E Ferraris,131,1007,12,1:42.67,27.0,9 9 11 4
HV_2008-12-10_1,6,8.0,ARISTOCRACY (CG070),O Doleuze,C S Shum,121,1096,6,1:42.74,55.0,2 2 2 6
HV_2008-12-10_1,7,9.0,BAUHINIA (CD118),B Doyle,S Woods,121,1054,4,1:42.94,16.0,8 7 8 7
HV_2008-12-10_1,8,6.0,WATCHMAN (CB327),D Beadman,B K Ng,126,1130,11,1:43.07,13.0,7 8 10 8
HV_2008-12-10_1,9,11.0,ENERGETIC BOY (CH153),Y T Cheng,A Schutz,113,1018,9,1:43.12,9.5,11 12 7 9
HV_2008-12-10_1,10,10.0,CALL ME CULLEN (CH113),D Oliver,Y O Wong,120,1057,8,1:43.21,31.0,10 11 12 10
HV_2008-12-10_1,11,12.0,SIMPLY THE BEST (CE014),W M Lai,D Cruz,111,1101,7,1:43.42,11.0,3 4 4 11
HV_2008-12-10_1,12,5.0,FRAMES DEPOT (CG118),C K Tong,T K Ng,121,1104,5,1:44.40,13.0,1 1 1 12
HV_2008-12-10_2,1,9.0,LONDON EXPRESS (CH107),Y T Cheng,A Schutz,115,1055,10,2:17.79,12.0,3 1 1 1 1 1
HV_2008-12-10_2,2,3.0,REAL SPECIAL (CH320),G Mosse,J Size,131,1074,7,2:18.02,8.5,7 7 8 8 10 2
HV_2008-12-10_2,3,5.0,INDUSTRIAL EXPRESS (CH103),D Whyte,J Size,127,1130,1,2:18.19,5.2,5 5 6 7 6 3
HV_2008-12-10_2,4,8.0,AMSTERDAM (CE140),G Gomez,J Moore,120,1034,6,2:18.27,11.0,4 4 3 2 2 4
HV_2008-12-10_2,5,4.0,THE GOODIES (CH097),C Soumillon,C Fownes,130,1046,3,2:18.32,4.6,10 10 9 9 7 5
HV_2008-12-10_2,6,1.0,FLORAL NIRVANA (CH232),B Prebble,A S Cruz,133,1134,9,2:18.35,7.2,9 9 10 10 9 6
HV_2008-12-10_2,7,10.0,FANTASTIC GUY (CH025),W M Lai,D Cruz,112,1144,8,2:18.39,9.8,8 8 7 5 4 7
HV_2008-12-10_2,8,2.0,WONDERFUL BLESSING (CE198),O Doleuze,D J Hall,132,1155,4,2:18.90,8.0,6 6 5 4 3 8
HV_2008-12-10_2,9,7.0,LUCKY MONEY (CE159),K T Yeung,T W Leung,116,1113,2,2:20.40,13.0,2 3 4 6 8 9
HV_2008-12-10_2,10,6.0,KINGSGATE GLORY (CH020),E Saint-Martin,A T Millard,126,1083,5,2:21.81,12.0,1 2 2 3 5 10
HV_2008-12-10_3,1,3.0,SUPER GENKI (CH195),C Velasquez,A S Cruz,130,1162,7,1:40.85,14.0,10 9 9 1
HV_2008-12-10_3,2,11.0,BOBO WIN (CC238),D Whyte,D Cruz,117,1167,4,1:41.05,6.4,4 4 5 2
HV_2008-12-10_3,3,2.0,CLASSA SUPREME (CG261),G Gomez,L Ho,131,1072,9,1:41.12,9.8,1 1 1 3
HV_2008-12-10_3,4,10.0,BULB TREASURE (CH048),D Oliver,T K Ng,120,1088,11,1:41.14,16.0,3 3 3 4
HV_2008-12-10_3,5,6.0,TRIUMPH (CC214),C Soumillon,C H Yip,124,1083,12,1:41.17,15.0,9 10 8 5
HV_2008-12-10_3,6,9.0,LUCKY TYCOON (CH318),A Starke,A Schutz,119,1025,6,1:41.21,8.4,2 2 2 6
HV_2008-12-10_3,7,1.0,CLASSIC REUNION (CH166),J Spencer,J Moore,133,1184,3,1:41.45,3.0,7 7 7 7
HV_2008-12-10_3,8,12.0,SPRING SMILES (CG269),C Lemaire,P O'Sullivan,117,1024,5,1:41.68,16.0,11 12 11 8
HV_2008-12-10_3,9,4.0,OLYMPICSHIP (CJ283),N Callan,C S Shum,129,1120,8,1:41.84,47.0,6 6 6 9
HV_2008-12-10_3,10,8.0,JOLLY BIRD (CJ154),Y T Cheng,Y O Wong,120,1124,1,1:41.92,6.8,5 5 4 10
HV_2008-12-10_3,11,7.0,VICTORY MASCOT (CJ243),P Smullen,C Fownes,123,989,2,1:42.51,14.0,12 11 12 11
HV_2008-12-10_3,12,5.0,MYSTERIOUS (CJ276),Y Iwata,D Cruz,125,1059,10,1:43.05,98.0,8 8 10 12
HV_2008-12-10_4,1,3.0,FUN (CH282),E Saint-Martin,L Ho,132,1084,4,1:10.74,10.0,1 1 1
HV_2008-12-10_4,2,9.0,NATURAL FLAME (CK016),B Prebble,K L Man,126,1030,5,1:10.83,11.0,5 5 2
HV_2008-12-10_4,3,5.0,COSMO SUCCESSOR (CH118),C K Tong,Y S Tsui,123,1075,2,1:10.99,18.0,2 3 3
HV_2008-12-10_4,4,2.0,BEAUTY PLUS (CC213),D Whyte,K W Lui,132,1034,1,1:11.01,5.7,6 6 4
HV_2008-12-10_4,5,7.0,LIONS' FORTUNE (CJ114),W C Marwing,P F Yiu,127,1023,10,1:11.04,7.7,9 9 5
HV_2008-12-10_4,6,1.0,RED RULER (CH198),D Oliver,D J Hall,133,1104,9,1:11.06,5.6,10 10 6
HV_2008-12-10_4,7,4.0,KINGSTON MARBLE (CE244),W M Lai,T K Ng,128,1104,6,1:11.21,12.0,3 2 7
HV_2008-12-10_4,8,8.0,SOU MA TAM (CH253),C Soumillon,C Fownes,127,1183,8,1:11.27,4.2,4 4 8
HV_2008-12-10_4,9,12.0,SIMPLY JOY (CH052),M L Yeung,C W Chang,106,1102,3,1:11.32,76.0,7 8 9
HV_2008-12-10_4,10,10.0,RAINBOW STAR (CJ275),Z Purton,A Lee,124,1196,11,1:11.34,99.0,11 11 10
HV_2008-12-10_4,11,6.0,NATIONAL GLORY (CJ176),G Mosse,J Size,128,1150,7,1:11.43,7.5,8 7 11
HV_2008-12-10_4,12,11.0,HAPPY ELITE (CD306),O Doleuze,A T Millard,121,1208,12,1:11.61,39.0,12 12 12
HV_2008-12-10_5,1,8.0,EVER KING (CE147),A Starke,J Moore,125,1021,11,1:51.39,12.0,9 10 10 9 1
HV_2008-12-10_5,2,10.0,ROYAL PORTRAIT (CJ092),D Whyte,L Ho,121,1032,2,1:51.43,2.9,4 4 4 4 2
HV_2008-12-10_5,3,7.0,MEGA BULLET (CH192),C Lemaire,C Fownes,126,1077,7,1:51.48,6.1,8 7 7 6 3
HV_2008-12-10_5,4,12.0,TRAVEL LEADER (CD226),Y Iwata,D Cruz,119,1202,10,1:51.61,28.0,10 8 8 8 4
HV_2008-12-10_5,5,5.0,ALL OUR WAY (CE217),C Velasquez,A Schutz,127,1100,4,1:51.61,30.0,2 3 3 3 5
HV_2008-12-10_5,6,9.0,SUNNY SMILES (CJ073),D Oliver,P F Yiu,125,1014,12,1:51.66,7.3,1 1 2 2 6
HV_2008-12-10_5,7,1.0,SUPER SURPRISE (CH210),Y T Cheng,D E Ferraris,133,1098,1,1:51.70,10.0,6 6 6 5 7
HV_2008-12-10_5,8,4.0,PERFECT MATCH (CJ072),J Spencer,J Size,128,1026,5,1:52.02,12.0,12 12 12 11 8
HV_2008-12-10_5,9,6.0,ELECTRONICS SPUR (CE285),C Soumillon,C W Chang,127,1067,6,1:52.17,12.0,3 2 1 1 9
HV_2008-12-10_5,10,2.0,ROCKET AND GOLD (CH015),P Smullen,C H Yip,132,1103,3,1:52.44,11.0,11 11 11 12 10
HV_2008-12-10_5,11,11.0,HARRY HARRY (CD019),G Gomez,K L Man,120,1136,9,1:52.82,19.0,7 9 9 10 11
HV_2008-12-10_5,12,3.0,FORTUNE WARRIOR (CD096),N Callan,T W Leung,131,1061,8,1:53.00,27.0,5 5 5 7 12
HV_2008-12-10_6,1,8.0,SUPER GOAL MASTER (CG220),C Soumillon,C Fownes,122,1144,11,1:10.14,8.5,12 12 1
HV_2008-12-10_6,2,6.0,CONFUCIUS CLASSIC (CJ141),Y T Cheng,S Woods,124,1067,12,1:10.21,20.0,11 10 2
HV_2008-12-10_6,3,2.0,MI REILLY (CJ199),D Whyte,Y O Wong,132,979,3,1:10.56,3.0,6 6 3
HV_2008-12-10_6,4,11.0,FLY HIGH (CH126),E Saint-Martin,L Ho,120,1173,10,1:10.68,22.0,8 7 4
HV_2008-12-10_6,5,10.0,WIN A DOZEN (CH262),D Beadman,K L Man,121,1127,5,1:10.77,11.0,2 4 5
HV_2008-12-10_6,6,5.0,THUNDER DANCING (CG250),Y Iwata,Y S Tsui,128,1109,6,1:10.85,18.0,5 5 6
HV_2008-12-10_6,7,1.0,REGENCY HORSE (CE229),K L Chui,A S Cruz,130,1090,9,1:10.90,10.0,4 2 7
HV_2008-12-10_6,8,4.0,JOLLY GOOD FORTUNE (CD274),M L Yeung,K W Lui,120,1206,2,1:11.09,18.0,3 3 8
HV_2008-12-10_6,9,7.0,FINGERS CROSSED (CG037),O Doleuze,P O'Sullivan,125,1043,4,1:11.10,10.0,9 9 9
HV_2008-12-10_6,10,9.0,MAMMA MIA (CK053),B Prebble,J Size,121,1053,7,1:11.21,7.4,10 11 10
HV_2008-12-10_6,11,12.0,GALACTIC TACTIC (CH095),C K Tong,C H Yip,112,1103,1,1:11.94,9.7,7 8 11
HV_2008-12-10_6,12,3.0,NATIVE KID (CG317),K T Yeung,D J Hall,126,1151,8,1:13.45,18.0,1 1 12
HV_2008-12-10_7,1,5.0,KENOBE (CH222),C Lemaire,A Schutz,123,1064,2,1:41.77,3.3,9 11 10 1
HV_2008-12-10_7,2,9.0,REWARDING STAR (CG234),D Whyte,J Moore,119,1105,5,1:41.79,4.4,7 5 5 2
HV_2008-12-10_7,3,7.0,MAINLAND SHUTTLE (CG315),J Spencer,A S Cruz,121,1133,1,1:41.82,4.9,4 4 4 3
HV_2008-12-10_7,4,12.0,MASTER DREAMER (CE293),Y T Cheng,T K Ng,116,1068,12,1:42.11,29.0,3 3 3 4
HV_2008-12-10_7,5,10.0,STAR OF FAME (CH043),Y Iwata,A T Millard,119,1130,8,1:42.14,13.0,1 1 1 5
HV_2008-12-10_7,6,3.0,DIAMOND ERA (CE040),N Callan,P F Yiu,128,1066,4,1:42.25,22.0,10 8 8 6
HV_2008-12-10_7,7,4.0,PACIFICO (CJ285),A Starke,J Size,124,1039,9,1:42.28,61.0,2 2 2 7
HV_2008-12-10_7,8,2.0,PRIME TARGET (CH242),D Oliver,C Fownes,130,1075,3,1:42.38,6.9,6 7 7 8
HV_2008-12-10_7,9,1.0,NILOMETER (CD052),G Gomez,C S Shum,133,1092,10,1:42.39,22.0,12 12 12 9
HV_2008-12-10_7,10,8.0,WAIT FOR ME (CE332),P Smullen,C H Yip,121,1091,7,1:42.51,12.0,11 10 11 10
HV_2008-12-10_7,11,6.0,NOBLE HEART (CC355),C Soumillon,K L Man,122,1037,11,1:43.31,32.0,8 9 9 11
HV_2008-12-10_7,12,11.0,SURE GOOD (CJ240),C Velasquez,P O'Sullivan,118,1202,6,1:43.98,59.0,5 6 6 12
HV_2008-12-10_8,1,3.0,EYSHAL (CJ099),D Beadman,J Moore,129,1165,11,1:50.70,3,3 3 4 5 1
HV_2008-12-10_8,2,9.0,JAMESINA (CH290),W M Lai,D E Ferraris,112,1059,8,1:50.79,9.1,9 9 9 1 2
HV_2008-12-10_8,3,1.0,NOBLE CONQUEROR (CG169),B Prebble,C Fownes,133,1168,4,1:50.80,3.9,5 5 6 4 3
HV_2008-12-10_8,4,2.0,EXPRESS WIN (CJ042),C K Tong,C H Yip,124,1163,3,1:50.95,12,4 6 5 7 4
HV_2008-12-10_8,5,5.0,OPERATION SECRET (CH081),Y T Cheng,D Cruz,123,1059,6,1:50.98,5.8,7 7 7 10 5
HV_2008-12-10_8,6,6.0,FAT DRAGON (CD130),E Saint-Martin,Y S Tsui,120,1101,12,1:51.00,20,6 2 2 3 6
HV_2008-12-10_8,7,8.0,WEI HAI INVINCIBLE (CH258),K L Chui,A T Millard,112,1125,10,1:51.21,12,1 1 1 2 7
HV_2008-12-10_8,8,7.0,TOP HONOR (CE183),G Mosse,A Lee,127,1035,2,1:51.34,33,8 8 8 9 8
HV_2008-12-10_8,9,12.0,DASH AHEAD (CD199),P H Lo,L Ho,108,1093,7,1:51.35,34,10 11 10 11 9
HV_2008-12-10_8,10,11.0,POWER DRIFTER (CJ332),K T Yeung,A Schutz,110,1084,5,1:51.71,75,2 4 3 6 10
HV_2008-12-10_8,11,10.0,FLYING TAMARI (CG151),M L Yeung,A Lee,103,1112,1,1:52.16,26,12 12 12 12 11
