day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds
HV_2001-1-17_7,8,10.0,GOOD CHANCE (BV259),E Legrix,Y O Wong,119,1162,9,1:11.90,99.0
HV_2001-1-17_7,9,6.0,LOOK WHO'S ANGEL (BS084),S King,K W Lui,122,1182,5,1:11.90,10.0
HV_2001-1-17_7,10,4.0,LOTUS SUPREME (BV240),C Williams,D A Hayes,125,1057,7,1:12.00,8.6
HV_2001-1-17_7,11,5.0,SPEED WIN (BS001),F Coetzee,T K Ng,125,1029,11,1:12.10,17.0
HV_2001-1-17_7,12,1.0,KOH-I-NOOR (BS043),G Mosse,P C Kan,129,1090,10,1:12.80,14.0
HV_2001-1-31_1,1,3.0,MAGIC WIN (BV196),R Fradd,I W Allan,134,1181,1,1:42.00,2.6
HV_2001-1-31_1,2,7.0,QUI VIVRA VERRA (BP143),D Whyte,D Oughton,132,1102,5,1:42.20,6.1
HV_2001-1-31_1,3,9.0,BEETLE (BT196),K S Yu,B K Ng,123,990,2,1:42.50,52.0
HV_2001-1-31_1,4,8.0,CROWN REGENT (BS034),W Woods,L Fownes,131,1214,8,1:43.00,8.4
HV_2001-1-31_1,5,10.0,LEOPARD (BV084),W M Lai,P F Yiu,117,1090,4,1:43.30,99.0
HV_2001-1-31_1,6,5.0,BEST NEWS (BT177),W C Marwing,A T Millard,133,1076,3,1:43.30,8.4
HV_2001-1-31_1,7,1.0,MONZA KING (BV280),C H Tse,L Ho,129,968,9,1:43.60,30.0
HV_2001-1-31_1,8,4.0,PERFECT CHAMPION (BT209),G Mosse,P C Kan,134,933,11,1:43.70,8.4
HV_2001-1-31_1,9,6.0,MAJESTIC CONQUEROR (BN052),S K Sit,K W Lui,129,1094,10,1:43.70,26.0
HV_2001-1-31_1,10,12.0,FAIR COMMENT (BT170),C Williams,Y O Wong,115,1064,7,1:44.00,11.0
HV_2001-1-31_1,11,2.0,EVER GAIN (BT094),J Egan,W L Wong,134,1071,6,1:44.40,8.4
HV_2001-1-31_1,12,11.0,BEST GAIN (BT210),K C Tsang,D Hill,111,1013,12,1:45.80,99.0
HV_2001-1-31_2,1,7.0,CORE PRINCIPLES (BS229),C Brown,Y O Wong,124,1059,5,0:58.80,8.1
HV_2001-1-31_2,2,6.0,SUPER CONNECTIONS (BP127),G Mosse,P C Kan,126,1092,12,0:58.80,14.0
HV_2001-1-31_2,3,8.0,FAME AND WEALTH (BT072),Y T Cheng,D Cruz,120,944,1,0:58.90,14.0
HV_2001-1-31_2,4,11.0,FLYING KNIGHT (BV268),K S Yu,I W Allan,115,1150,2,0:58.90,5.9
HV_2001-1-31_2,5,5.0,HORSE OF HEALTHY (BV171),E Legrix,L Ho,127,1034,11,0:59.00,72.0
HV_2001-1-31_2,6,1.0,FORTUNE SALLIAN (BT120),M Kinane,P F Yiu,134,1154,7,0:59.00,4.0
HV_2001-1-31_2,7,2.0,SPEED CAT (BM032),W C Marwing,T K Ng,131,1101,4,0:59.20,3.2
HV_2001-1-31_2,8,3.0,WINWIN COMBINATION (BP340),W Woods,L Fownes,131,1128,9,0:59.20,21.0
HV_2001-1-31_2,9,9.0,GOLD FLASK (BS221),R Fradd,T W Leung,122,1052,10,0:59.40,10.0
HV_2001-1-31_2,10,10.0,MASTERKEY (BV036),S King,T P Cheung,119,1107,8,0:59.40,22.0
HV_2001-1-31_2,11,4.0,PERFECT CHOICE (BV326),K C Tsang,T K Ng,125,1169,3,0:59.50,74.0
HV_2001-1-31_2,12,12.0,TIME WELL (BP139),W M Lai,A T Millard,113,1167,6,0:59.50,75.0
HV_2001-1-31_3,1,3.0,RANGEELA (BS035),W Woods,L Fownes,131,1266,7,1:52.00,14
HV_2001-1-31_3,2,11.0,MELROSE STAR (BS091),D Whyte,Y O Wong,115,1095,5,1:52.10,4.6
HV_2001-1-31_3,3,12.0,SKY HAWK (BS070),D Bonilla,P C Kan,115,958,2,1:52.20,5
HV_2001-1-31_3,4,2.0,ABLE WIN (BV311),C Williams,J Moore,134,965,11,1:52.20,8.5
HV_2001-1-31_3,5,9.0,WINNING LUCK (BP227),R Fradd,T K Ng,121,1181,9,1:52.30,28
HV_2001-1-31_3,6,7.0,SPECTACULAR TALK (BV088),F Coetzee,P F Yiu,125,1045,4,1:52.40,7.4
HV_2001-1-31_3,7,8.0,FUN MANAGER (CA044),C Brown,D A Hayes,124,1118,10,1:52.80,10
HV_2001-1-31_3,8,1.0,UPTOMEEYES (BT299),S King,B Hutchison,135,1050,1,1:53.00,16
HV_2001-1-31_3,9,10.0,OWNERS' GLORY (BS231),Y T Cheng,K C Lo,112,1008,6,1:53.20,15
HV_2001-1-31_3,10,5.0,LEGEND'S GLORY (BV329),S Dye,S T Wong,128,1154,3,1:53.40,6.2
HV_2001-1-31_3,11,4.0,BRAVEHEART (BN129),M Kinane,D Oughton,128,1112,8,0:00.00,15
HV_2001-1-31_3,WV,6.0,LEAD TO WIN (BV081),J Egan,B K Ng,126,---,---,---,---
HV_2001-1-31_4,1,9.0,MISSION SEALED (BN100),D Whyte,T K Ng,124,1128,4,1:11.20,6.6
HV_2001-1-31_4,2,2.0,JET JACKSON (BT157),R Fradd,J Moore,133,970,11,1:11.20,18
HV_2001-1-31_4,3,8.0,HEADING TO WIN (BM068),C H Tse,A S Cruz,119,1179,1,1:11.40,14
